t,c11, c12, c13, c14, c22, c23, c24, c33, c34, c44
0.0441826,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0248029,0.157118,-3.85997e-09,-3.85997e-09,0.0398643,0.0329466,0.0329466,1.93875e-08,0.0329466,1.93875e-08,0.133116
0.155423,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.136044,1.16233,-3.43558e-09,-3.43558e-09,0.472933,0.340594,0.340594,2.77337e-09,0.340594,2.77337e-09,1.1556
0.116664,0.88469,-6.12005e-10,-6.12005e-10,0.343144,0.277514,0.277514,1.26881e-08,0.277514,1.26881e-08,0.917939
0.0972843,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0779047,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.058525,0.354968,6.26165e-10,6.26165e-10,0.118865,0.0960899,0.0960899,-1.74149e-08,0.0960899,-1.74149e-08,0.36118
0.0391454,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0197657,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.150386,1.31377,6.29861e-10,6.29861e-10,0.557809,0.376165,0.376165,-4.22428e-10,0.376165,-4.22428e-10,1.3137
0.131006,1.10503,-4.98047e-09,-4.98047e-09,0.453534,0.330163,0.330163,4.60433e-09,0.330163,4.60433e-09,1.13175
0.111627,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0922471,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0728675,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.0534878,0.270689,-5.24318e-09,-5.24318e-09,0.104696,0.0900302,0.0900302,1.39311e-08,0.0900302,1.39311e-08,0.337673
0.0341081,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0147285,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.145349,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
0.125969,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.10659,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0872099,0.617381,5.47652e-10,5.47652e-10,0.22645,0.188912,0.188912,-4.45877e-09,0.188912,-4.45877e-09,0.646315
0.0678302,0.39353,4.95836e-09,4.95836e-09,0.153707,0.12968,0.12968,7.52508e-10,0.12968,7.52508e-10,0.473056
0.0484506,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0290709,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.159691,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.140312,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.120932,0.975022,-4.06677e-09,-4.06677e-09,0.387677,0.297368,0.297368,5.10492e-09,0.297368,5.10492e-09,1.00535
0.101552,0.699053,2.33725e-09,2.33725e-09,0.272306,0.228098,0.228098,-1.96688e-08,0.228098,-1.96688e-08,0.772005
0.0821726,0.525491,2.34569e-09,2.34569e-09,0.200174,0.174308,0.174308,6.54207e-09,0.174308,6.54207e-09,0.595832
0.062793,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0434133,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0240337,0.157118,-3.85997e-09,-3.85997e-09,0.0398643,0.0329466,0.0329466,1.93875e-08,0.0329466,1.93875e-08,0.133116
0.154654,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.135274,1.16233,-3.43558e-09,-3.43558e-09,0.472933,0.340594,0.340594,2.77337e-09,0.340594,2.77337e-09,1.1556
0.115895,0.88469,-6.12005e-10,-6.12005e-10,0.343144,0.277514,0.277514,1.26881e-08,0.277514,1.26881e-08,0.917939
0.0965151,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0771354,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0577558,0.354968,6.26165e-10,6.26165e-10,0.118865,0.0960899,0.0960899,-1.74149e-08,0.0960899,-1.74149e-08,0.36118
0.0383761,0.173542,8.05029e-10,8.05029e-10,0.068959,0.0586085,0.0586085,-4.05529e-09,0.0586085,-4.05529e-09,0.232663
0.0189965,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.149617,1.31377,6.29861e-10,6.29861e-10,0.557809,0.376165,0.376165,-4.22428e-10,0.376165,-4.22428e-10,1.3137
0.130237,1.10503,-4.98047e-09,-4.98047e-09,0.453534,0.330163,0.330163,4.60433e-09,0.330163,4.60433e-09,1.13175
0.110857,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0914778,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0720982,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.0527185,0.270689,-5.24318e-09,-5.24318e-09,0.104696,0.0900302,0.0900302,1.39311e-08,0.0900302,1.39311e-08,0.337673
0.0333389,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0139592,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.14458,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
0.1252,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.10582,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0864406,0.617381,5.47652e-10,5.47652e-10,0.22645,0.188912,0.188912,-4.45877e-09,0.188912,-4.45877e-09,0.646315
0.067061,0.39353,4.95836e-09,4.95836e-09,0.153707,0.12968,0.12968,7.52508e-10,0.12968,7.52508e-10,0.473056
0.0476813,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0283016,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.158922,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.139542,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.120163,0.975022,-4.06677e-09,-4.06677e-09,0.387677,0.297368,0.297368,5.10492e-09,0.297368,5.10492e-09,1.00535
0.100783,0.699053,2.33725e-09,2.33725e-09,0.272306,0.228098,0.228098,-1.96688e-08,0.228098,-1.96688e-08,0.772005
0.0814034,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0620237,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0426441,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0232644,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.153885,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.134505,1.16233,-3.43558e-09,-3.43558e-09,0.472933,0.340594,0.340594,2.77337e-09,0.340594,2.77337e-09,1.1556
0.115125,0.88469,-6.12005e-10,-6.12005e-10,0.343144,0.277514,0.277514,1.26881e-08,0.277514,1.26881e-08,0.917939
0.0957458,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0763662,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0569865,0.354968,6.26165e-10,6.26165e-10,0.118865,0.0960899,0.0960899,-1.74149e-08,0.0960899,-1.74149e-08,0.36118
0.0376068,0.173542,8.05029e-10,8.05029e-10,0.068959,0.0586085,0.0586085,-4.05529e-09,0.0586085,-4.05529e-09,0.232663
0.0182272,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.148848,1.31377,6.29861e-10,6.29861e-10,0.557809,0.376165,0.376165,-4.22428e-10,0.376165,-4.22428e-10,1.3137
0.129468,1.10503,-4.98047e-09,-4.98047e-09,0.453534,0.330163,0.330163,4.60433e-09,0.330163,4.60433e-09,1.13175
0.110088,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0907086,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0713289,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.0519493,0.270689,-5.24318e-09,-5.24318e-09,0.104696,0.0900302,0.0900302,1.39311e-08,0.0900302,1.39311e-08,0.337673
0.0325696,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.01319,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.14381,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.124431,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.105051,0.774374,2.40185e-09,2.40185e-09,0.28796,0.240476,0.240476,-1.96272e-08,0.240476,-1.96272e-08,0.78946
0.0856713,0.525491,2.34569e-09,2.34569e-09,0.200174,0.174308,0.174308,6.54207e-09,0.174308,6.54207e-09,0.595832
0.0662917,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.046912,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0275324,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.158153,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.138773,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.119393,0.975022,-4.06677e-09,-4.06677e-09,0.387677,0.297368,0.297368,5.10492e-09,0.297368,5.10492e-09,1.00535
0.100014,0.699053,2.33725e-09,2.33725e-09,0.272306,0.228098,0.228098,-1.96688e-08,0.228098,-1.96688e-08,0.772005
0.0806341,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0612545,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0418748,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0224952,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.153116,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.133736,1.16233,-3.43558e-09,-3.43558e-09,0.472933,0.340594,0.340594,2.77337e-09,0.340594,2.77337e-09,1.1556
0.114356,0.88469,-6.12005e-10,-6.12005e-10,0.343144,0.277514,0.277514,1.26881e-08,0.277514,1.26881e-08,0.917939
0.0949765,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0755969,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0562172,0.354968,6.26165e-10,6.26165e-10,0.118865,0.0960899,0.0960899,-1.74149e-08,0.0960899,-1.74149e-08,0.36118
0.0368376,0.173542,8.05029e-10,8.05029e-10,0.068959,0.0586085,0.0586085,-4.05529e-09,0.0586085,-4.05529e-09,0.232663
0.0174579,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.148078,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
0.128699,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.109319,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0899393,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0705597,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.05118,0.270689,-5.24318e-09,-5.24318e-09,0.104696,0.0900302,0.0900302,1.39311e-08,0.0900302,1.39311e-08,0.337673
0.0318003,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0124207,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.143041,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.123661,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.104282,0.774374,2.40185e-09,2.40185e-09,0.28796,0.240476,0.240476,-1.96272e-08,0.240476,-1.96272e-08,0.78946
0.0849021,0.525491,2.34569e-09,2.34569e-09,0.200174,0.174308,0.174308,6.54207e-09,0.174308,6.54207e-09,0.595832
0.0655224,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0461428,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0267631,0.157118,-3.85997e-09,-3.85997e-09,0.0398643,0.0329466,0.0329466,1.93875e-08,0.0329466,1.93875e-08,0.133116
0.157383,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.138004,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.118624,0.975022,-4.06677e-09,-4.06677e-09,0.387677,0.297368,0.297368,5.10492e-09,0.297368,5.10492e-09,1.00535
0.0992445,0.699053,2.33725e-09,2.33725e-09,0.272306,0.228098,0.228098,-1.96688e-08,0.228098,-1.96688e-08,0.772005
0.0798649,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0604852,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0411055,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0217259,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.152346,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.132967,1.16233,-3.43558e-09,-3.43558e-09,0.472933,0.340594,0.340594,2.77337e-09,0.340594,2.77337e-09,1.1556
0.113587,0.88469,-6.12005e-10,-6.12005e-10,0.343144,0.277514,0.277514,1.26881e-08,0.277514,1.26881e-08,0.917939
0.0942073,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0748276,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.055448,0.354968,6.26165e-10,6.26165e-10,0.118865,0.0960899,0.0960899,-1.74149e-08,0.0960899,-1.74149e-08,0.36118
0.0360683,0.173542,8.05029e-10,8.05029e-10,0.068959,0.0586085,0.0586085,-4.05529e-09,0.0586085,-4.05529e-09,0.232663
0.0166887,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.147309,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
0.127929,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.10855,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.08917,0.617381,5.47652e-10,5.47652e-10,0.22645,0.188912,0.188912,-4.45877e-09,0.188912,-4.45877e-09,0.646315
0.0697904,0.39353,4.95836e-09,4.95836e-09,0.153707,0.12968,0.12968,7.52508e-10,0.12968,7.52508e-10,0.473056
0.0504107,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0310311,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0116514,0.07245,-6.22318e-08,-6.22318e-08,0.00927307,0.00834487,0.00834487,-1.02985e-07,0.00834487,-1.02985e-07,0.0335606
0.142272,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.122892,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.103512,0.774374,2.40185e-09,2.40185e-09,0.28796,0.240476,0.240476,-1.96272e-08,0.240476,-1.96272e-08,0.78946
0.0841328,0.525491,2.34569e-09,2.34569e-09,0.200174,0.174308,0.174308,6.54207e-09,0.174308,6.54207e-09,0.595832
0.0647532,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0453735,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0259939,0.157118,-3.85997e-09,-3.85997e-09,0.0398643,0.0329466,0.0329466,1.93875e-08,0.0329466,1.93875e-08,0.133116
0.156614,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.137235,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.117855,0.975022,-4.06677e-09,-4.06677e-09,0.387677,0.297368,0.297368,5.10492e-09,0.297368,5.10492e-09,1.00535
0.0984752,0.699053,2.33725e-09,2.33725e-09,0.272306,0.228098,0.228098,-1.96688e-08,0.228098,-1.96688e-08,0.772005
0.0790956,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0597159,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0403363,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0209566,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.151577,1.31377,6.29861e-10,6.29861e-10,0.557809,0.376165,0.376165,-4.22428e-10,0.376165,-4.22428e-10,1.3137
0.132197,1.10503,-4.98047e-09,-4.98047e-09,0.453534,0.330163,0.330163,4.60433e-09,0.330163,4.60433e-09,1.13175
0.112818,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.093438,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0740584,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.0546787,0.270689,-5.24318e-09,-5.24318e-09,0.104696,0.0900302,0.0900302,1.39311e-08,0.0900302,1.39311e-08,0.337673
0.035299,0.173542,8.05029e-10,8.05029e-10,0.068959,0.0586085,0.0586085,-4.05529e-09,0.0586085,-4.05529e-09,0.232663
0.0159194,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.14654,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
0.12716,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.10778,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0884008,0.617381,5.47652e-10,5.47652e-10,0.22645,0.188912,0.188912,-4.45877e-09,0.188912,-4.45877e-09,0.646315
0.0690211,0.39353,4.95836e-09,4.95836e-09,0.153707,0.12968,0.12968,7.52508e-10,0.12968,7.52508e-10,0.473056
0.0496415,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0302618,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0108822,0.07245,-6.22318e-08,-6.22318e-08,0.00927308,0.00834487,0.00834487,-8.1683e-08,0.00834487,-8.1683e-08,0.0335606
0.141503,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.122123,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.102743,0.774374,2.40185e-09,2.40185e-09,0.28796,0.240476,0.240476,-1.96272e-08,0.240476,-1.96272e-08,0.78946
0.0833636,0.525491,2.34569e-09,2.34569e-09,0.200174,0.174308,0.174308,6.54207e-09,0.174308,6.54207e-09,0.595832
0.0639839,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0446042,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0252246,0.157118,-3.85997e-09,-3.85997e-09,0.0398643,0.0329466,0.0329466,1.93875e-08,0.0329466,1.93875e-08,0.133116
0.155845,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.136465,1.16233,-3.43558e-09,-3.43558e-09,0.472933,0.340594,0.340594,2.77337e-09,0.340594,2.77337e-09,1.1556
0.117086,0.88469,-6.12005e-10,-6.12005e-10,0.343144,0.277514,0.277514,1.26881e-08,0.277514,1.26881e-08,0.917939
0.097706,0.699053,2.33725e-09,2.33725e-09,0.272306,0.228098,0.228098,-1.96688e-08,0.228098,-1.96688e-08,0.772005
0.0783263,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0589467,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.039567,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0201874,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.150808,1.31377,6.29861e-10,6.29861e-10,0.557809,0.376165,0.376165,-4.22428e-10,0.376165,-4.22428e-10,1.3137
0.131428,1.10503,-4.98047e-09,-4.98047e-09,0.453534,0.330163,0.330163,4.60433e-09,0.330163,4.60433e-09,1.13175
0.112048,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0926687,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0732891,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.0539094,0.270689,-5.24318e-09,-5.24318e-09,0.104696,0.0900302,0.0900302,1.39311e-08,0.0900302,1.39311e-08,0.337673
0.0345298,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0151501,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.14577,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
