w, grad11, grad21, grad12, grad22,P11, P21, P12, P22, c11, c12, c13, c14, c21, c22, c23, c24, c31, c32, c33, c34, c41, c42, c43, c44
0.461269,0.0246679,-0.215424,0.188389,-0.010471,0.0314169,-0.00912092,8.71817e-05,0.0141422,0.618468,-0.0963471,0.0584296,0.172129,-0.0963472,0.174211,0.115956,-0.0615911,0.0584296,0.115956,0.165731,0.0978911,0.172129,-0.0615911,0.0978911,0.652814
0.344991,0.0215776,-0.221993,0.19573,-0.00908674,0.0410376,-0.0130997,0.00030457,0.0233695,0.817923,-0.11832,0.102769,0.277068,-0.11832,0.271598,0.19223,-0.100539,0.102769,0.19223,0.269829,0.126745,0.277068,-0.100539,0.126745,0.853721
0.228713,0.0184873,-0.228562,0.202231,-0.00752863,0.0509082,-0.0172479,0.000944099,0.0339615,1.01931,-0.14362,0.150059,0.392992,-0.14362,0.356664,0.253152,-0.139838,0.150059,0.253152,0.361394,0.161093,0.392992,-0.139838,0.161093,1.05536
0.112435,0.032349,-0.213921,0.197786,-0.0137968,0.0669437,-0.0159446,0.00486517,0.0350771,1.12344,-0.15214,0.162139,0.46809,-0.15214,0.396637,0.282766,-0.157312,0.162139,0.282766,0.401117,0.17143,0.46809,-0.157312,0.17143,1.1942
0.896157,0.0284559,-0.220398,0.205005,-0.0120835,0.00514469,-0.00110794,0.000235823,0.0011637,0.0926089,-0.018661,0.00103684,0.00445475,-0.018661,0.00978662,0.000571037,-0.00119039,0.00103683,0.000571026,0.00616627,0.0200571,0.00445476,-0.00119037,0.0200571,0.0989918
0.779879,0.0245628,-0.226876,0.211458,-0.0103607,0.0119746,-0.00271614,0.000841203,0.00424952,0.22255,-0.0450645,0.00692973,0.0248453,-0.0450645,0.0298005,0.00681513,-0.00752169,0.00692975,0.00681513,0.0230575,0.0473541,0.0248453,-0.00752166,0.0473541,0.235394
0.663601,0.0398706,-0.212007,0.207183,-0.0171226,0.023864,-0.00463345,0.00150837,0.00599175,0.360672,-0.0620573,0.0209837,0.0643136,-0.0620574,0.0677741,0.0298532,-0.0198799,0.0209837,0.0298532,0.0576193,0.0730931,0.0643136,-0.0198799,0.073093,0.388
0.547323,0.0352494,-0.218557,0.214279,-0.0150804,0.0304618,-0.00597154,0.00285934,0.0109232,0.47778,-0.0800548,0.0394055,0.10844,-0.0800548,0.115094,0.063991,-0.0381463,0.0394055,0.063991,0.107047,0.0916716,0.10844,-0.0381463,0.0916716,0.508405
0.431045,0.0306282,-0.225107,0.220685,-0.0131927,0.0405753,-0.00810193,0.00511706,0.0193299,0.655114,-0.104223,0.0750956,0.190993,-0.104223,0.203538,0.13101,-0.0746075,0.0750956,0.13101,0.199247,0.114868,0.190993,-0.0746076,0.114868,0.690449
0.314767,0.0166278,-0.23144,0.205637,-0.00670556,0.0424966,-0.0144472,0.0010179,0.0285117,0.8698,-0.12924,0.118764,0.303903,-0.12924,0.297135,0.207524,-0.114474,0.118764,0.207524,0.297504,0.138741,0.303903,-0.114474,0.138741,0.899019
0.198489,0.0129906,-0.236081,0.211047,-0.00508196,0.0510039,-0.0180721,0.00195689,0.0389143,1.0661,-0.15545,0.165064,0.417342,-0.15545,0.375475,0.261703,-0.152941,0.165064,0.261703,0.381456,0.173095,0.417342,-0.152941,0.173095,1.09253
0.0822115,0.00935331,-0.240723,0.215934,-0.00273731,0.0549188,-0.0201887,0.00287013,0.0464011,1.17159,-0.173098,0.19105,0.478865,-0.173098,0.411813,0.28225,-0.174128,0.19105,0.28225,0.420401,0.194364,0.478865,-0.174128,0.194364,1.19104
0.865934,0.0222376,-0.22984,0.214803,-0.00927475,0.00642799,-0.00145903,0.00047978,0.00227834,0.124442,-0.026271,0.00200565,0.0079109,-0.0262711,0.0138836,0.0012538,-0.00225697,0.00200563,0.00125379,0.010017,0.0274791,0.00791091,-0.00225694,0.0274792,0.131255
0.749656,0.0183759,-0.234344,0.220388,-0.00756045,0.0128312,-0.00305336,0.00128301,0.00624286,0.257283,-0.0536814,0.00983375,0.032612,-0.0536814,0.0372662,0.0102839,-0.0105941,0.00983378,0.0102839,0.03142,0.0551816,0.032612,-0.0105941,0.0551816,0.268596
0.633378,0.0145142,-0.238848,0.226047,-0.00629284,0.0195255,-0.00495082,0.00234671,0.0119046,0.403621,-0.0804039,0.0274058,0.0767554,-0.0804039,0.0820537,0.0382458,-0.028806,0.0274057,0.0382458,0.0761915,0.0816604,0.0767554,-0.0288061,0.0816603,0.417549
0.5171,0.0277239,-0.227565,0.223969,-0.0118439,0.0309329,-0.00638959,0.00379229,0.0146219,0.521174,-0.0898452,0.0486092,0.125718,-0.0898452,0.135501,0.078147,-0.0476167,0.0486092,0.078147,0.129836,0.0995432,0.125718,-0.0476167,0.0995432,0.546888
0.400822,0.0242344,-0.233099,0.229729,-0.010039,0.0415663,-0.0087131,0.0063813,0.0241695,0.704784,-0.114861,0.0881082,0.214578,-0.114861,0.229694,0.148208,-0.087971,0.0881082,0.148208,0.227147,0.12341,0.214578,-0.0879711,0.12341,0.734084
0.284544,0.0207448,-0.238634,0.236159,-0.00984837,0.0529337,-0.011218,0.00945554,0.0346434,0.905385,-0.145475,0.134533,0.32547,-0.145475,0.326247,0.215375,-0.135998,0.134533,0.215375,0.325888,0.152788,0.32547,-0.135998,0.152788,0.939588
0.168266,0.00549562,-0.244593,0.217905,-0.00217154,0.0486581,-0.0195066,0.00174011,0.0433618,1.11248,-0.16695,0.180958,0.439788,-0.16695,0.391828,0.269187,-0.164687,0.180958,0.269187,0.399629,0.185731,0.439788,-0.164687,0.185731,1.12476
0.0519881,0.0064624,-0.246965,0.217569,-0.00534549,0.0526765,-0.0217151,0.000782857,0.0442381,1.19579,-0.178638,0.201909,0.491883,-0.178638,0.419261,0.287481,-0.180323,0.201909,0.287481,0.43028,0.20471,0.491883,-0.180323,0.20471,1.21529
0.83571,0.00742918,-0.249336,0.213272,-0.0120951,0.00643606,-0.00168881,0.000413028,0.00236627,0.157459,-0.0370511,0.00297126,0.0126156,-0.0370511,0.0186428,0.00222314,-0.00431609,0.00297122,0.00222314,0.0128173,0.0342595,0.0126156,-0.00431609,0.0342595,0.166284
0.719432,0.00956464,-0.243109,0.229635,-0.00429738,0.0128653,-0.00328167,0.00180885,0.00865054,0.293617,-0.0636202,0.0134673,0.0415371,-0.0636202,0.0459743,0.0147867,-0.0146313,0.0134673,0.0147867,0.0415206,0.063095,0.0415371,-0.0146313,0.0630951,0.301815
0.603154,0.00810651,-0.252509,0.235684,-0.00518383,0.0203577,-0.00587585,0.00269135,0.0146823,0.442034,-0.0917445,0.0347725,0.0905375,-0.0917445,0.0999727,0.0487159,-0.0373288,0.0347725,0.0487159,0.0943004,0.0901052,0.0905375,-0.0373288,0.0901052,0.454424
0.486876,0.00664837,-0.261908,0.240844,-0.0165499,0.0256082,-0.00828541,0.00188216,0.014468,0.567718,-0.113229,0.0622217,0.144358,-0.113229,0.160195,0.091846,-0.0650817,0.0622217,0.091846,0.153357,0.11457,0.144358,-0.0650817,0.11457,0.590681
0.370598,0.0184833,-0.235886,0.241365,-0.00642321,0.0427387,-0.00777136,0.00940766,0.0297506,0.756502,-0.125386,0.101384,0.239296,-0.125386,0.256012,0.1649,-0.101896,0.101384,0.1649,0.255043,0.131693,0.239296,-0.101896,0.131693,0.777206
0.254321,0.0176717,-0.259217,0.2538,-0.00502217,0.0606633,-0.0153581,0.0120199,0.0467458,0.942266,-0.160746,0.153567,0.344713,-0.160746,0.352882,0.218877,-0.153714,0.153567,0.218877,0.353636,0.167681,0.344713,-0.153714,0.167681,0.969011
0.138043,0.01686,-0.282548,0.268416,-0.0210046,0.0716737,-0.0210253,0.0114147,0.0458371,1.0924,-0.199186,0.207083,0.4383,-0.199186,0.421013,0.250521,-0.20453,0.207083,0.250521,0.426356,0.217222,0.4383,-0.20453,0.217222,1.14826
0.0217647,0.0336953,0.0255907,-0.00480783,-0.00439116,0.0415223,0.00810231,0.00728068,0.013317,1.26481,0.0042913,-0.0226109,0.557927,0.0042913,0.383623,0.356461,0.00444505,-0.0226109,0.356461,0.384167,-0.0234776,0.557927,0.00444505,-0.0234776,1.33344
0.805487,0.0310934,0.0233764,-0.0168264,-0.0133701,0.00628448,0.000168585,6.51976e-05,-0.00222317,0.203843,0.00448426,-0.000316985,0.0201645,0.00448423,0.0107004,0.00469598,0.000675678,-0.000317018,0.00469598,0.00272333,-0.0035637,0.0201645,0.000675711,-0.00356366,0.218481
0.689209,0.0284916,0.0211621,-0.0218683,-0.0128815,0.00963787,0.000160801,2.7668e-05,-0.0030129,0.353842,0.00655416,-0.00189726,0.058836,0.00655418,0.0326043,0.0240306,0.00165329,-0.00189724,0.0240306,0.0222018,-0.00789789,0.058836,0.00165335,-0.00789783,0.37606
0.572931,0.0212218,0.0145936,-0.00284142,-0.0026063,0.0110532,0.000979817,0.000837979,0.00123505,0.524683,0.00668472,-0.000199492,0.122566,0.00668464,0.081249,0.0720026,0.00306073,-0.000199577,0.0720026,0.0749681,-0.00104511,0.122566,0.00306072,-0.00104512,0.542546
0.456653,0.0232233,0.0194328,-0.0111665,-0.00856806,0.0141937,0.00126993,0.00104755,-0.00134074,0.665546,0.00971738,-0.00389986,0.192148,0.00971747,0.140527,0.130463,0.0057835,-0.00389976,0.130463,0.133447,-0.0066791,0.192148,0.0057835,-0.00667909,0.694763
0.340375,0.0252248,0.0242721,-0.0172616,-0.00989034,0.0197048,0.00185878,0.00145641,-0.000846629,0.876924,0.0134537,-0.0111334,0.312244,0.0134536,0.237081,0.22507,0.0109161,-0.0111334,0.22507,0.232713,-0.0138227,0.312244,0.0109162,-0.0138226,0.917767
0.224097,0.0148152,0.00902772,-0.000874998,-0.00082144,0.0162933,0.00262965,0.00251858,0.00572692,1.1094,0.00207563,-0.00567377,0.445251,0.00207563,0.321344,0.310047,0.00169668,-0.00567377,0.310047,0.320687,-0.00581207,0.445251,0.00169668,-0.00581207,1.13254
0.107819,0.0166732,0.0160924,-0.00550656,-0.00376603,0.0194607,0.00401681,0.003761,0.00431762,1.26772,0.00524827,-0.014102,0.544938,0.00524827,0.373304,0.361315,0.00525147,-0.014102,0.361315,0.37337,-0.0144274,0.544938,0.00525147,-0.0144274,1.30421
0.891541,0.0185312,0.0231571,-0.012655,-0.0068992,0.00191058,4.92581e-05,1.3938e-05,-0.000625321,0.101859,0.00234721,1.79821e-05,0.00498118,0.00234715,0.00249897,0.000582913,0.000244,1.79172e-05,0.000582913,-1.48578e-05,-0.00123308,0.0049812,0.000244052,-0.00123303,0.106183
0.775263,0.0274656,0.0249923,-0.0232854,-0.0111689,0.00653883,0.00016492,5.29244e-05,-0.00198857,0.241049,0.00554693,-0.000815422,0.027745,0.00554691,0.0138561,0.007624,0.000878369,-0.000815441,0.007624,0.0060697,-0.00586493,0.027745,0.00087837,-0.00586493,0.255765
0.658985,0.0262898,0.028861,-0.0275699,-0.0113807,0.0099503,0.000287438,8.0663e-05,-0.00260884,0.394441,0.00993891,-0.00292023,0.0722026,0.0099389,0.0416333,0.0327826,0.00296304,-0.00292024,0.0327826,0.0317781,-0.010734,0.0722025,0.00296305,-0.010734,0.416697
0.542708,0.025114,0.0327297,-0.0317815,-0.0108138,0.0133304,0.000407814,5.84593e-05,-0.00239357,0.567021,0.0149283,-0.00749607,0.143717,0.0149282,0.0998015,0.0892184,0.00744252,-0.00749614,0.0892184,0.0908102,-0.0162449,0.143717,0.00744255,-0.0162449,0.595832
0.42643,0.0229713,0.0246766,-0.0199817,-0.00942418,0.0149204,0.000960775,0.000655054,-0.00171265,0.71692,0.0130573,-0.00783653,0.219668,0.0130573,0.163545,0.153333,0.00865304,-0.0078365,0.153333,0.157063,-0.0122969,0.219668,0.0086531,-0.0122968,0.748536
0.310152,0.0219157,0.0290737,-0.0245656,-0.0093153,0.018111,0.00141795,0.000954595,-0.000945853,0.937092,0.017989,-0.0161026,0.346372,0.017989,0.259953,0.248953,0.0155978,-0.0161026,0.248953,0.256797,-0.0192365,0.346372,0.0155977,-0.0192367,0.975839
0.193874,0.02086,0.0334707,-0.0289821,-0.00892843,0.0208911,0.00183411,0.00117925,0.000152192,1.14816,0.0241395,-0.0259537,0.475103,0.0241395,0.338845,0.326439,0.0238076,-0.0259538,0.326439,0.33809,-0.0276529,0.475103,0.0238076,-0.0276529,1.19484
0.0775959,0.0181306,0.0249321,-0.0166781,-0.00767951,0.0197777,0.00330221,0.00288496,0.000370641,1.28815,0.0153589,-0.0226857,0.559709,0.0153589,0.38002,0.369324,0.0156942,-0.0226857,0.369324,0.380265,-0.0233166,0.559709,0.0156942,-0.0233166,1.33568
0.861318,0.0172894,0.0293567,-0.0215612,-0.00724991,0.00239711,7.87512e-05,2.79458e-05,-0.000834907,0.136836,0.00391603,-0.000147694,0.00889889,0.00391604,0.00378818,0.00134368,0.00038615,-0.000147681,0.00134368,0.000605848,-0.00298858,0.00889889,0.000386155,-0.00298857,0.142414
0.74504,0.0164483,0.0337814,-0.0261826,-0.00704301,0.00462175,0.000232545,0.000115611,-0.00131981,0.282446,0.00903963,-0.001094,0.0368786,0.00903962,0.0161614,0.0115351,0.00178667,-0.00109401,0.0115351,0.0107081,-0.00726645,0.0368786,0.00178666,-0.00726646,0.292943
0.628762,0.0242997,0.0354453,-0.0341968,-0.0103734,0.0102216,0.000355837,8.0659e-05,-0.00227054,0.436245,0.0132928,-0.0045217,0.0872467,0.0132927,0.0526298,0.0435129,0.00453208,-0.00452174,0.0435129,0.0434018,-0.0143611,0.0872467,0.00453206,-0.0143611,0.458557
0.512484,0.0230023,0.0394316,-0.038228,-0.00987672,0.0133599,0.000508005,6.48323e-05,-0.00186522,0.615553,0.0191539,-0.0106465,0.166673,0.019154,0.119367,0.108666,0.0106294,-0.0106464,0.108666,0.11161,-0.0205747,0.166673,0.0106295,-0.0205746,0.643727
0.396206,0.0217049,0.043418,-0.0420975,-0.00929848,0.0156152,0.000664107,4.48696e-05,-0.00104306,0.769762,0.0247527,-0.0180964,0.248485,0.0247528,0.188328,0.176607,0.0180968,-0.0180963,0.176607,0.182995,-0.0263378,0.248485,0.0180968,-0.0263378,0.801685
0.279928,0.0201503,0.0358969,-0.0314631,-0.00863432,0.0178551,0.00155822,0.000969195,-0.000386047,0.994609,0.0235744,-0.0222455,0.380048,0.0235744,0.282439,0.271099,0.0213665,-0.0222455,0.271099,0.280197,-0.0255241,0.380048,0.0213664,-0.0255241,1.03261
0.16365,0.0190393,0.0399339,-0.0355442,-0.00817719,0.0201893,0.0019265,0.00113957,0.000750865,1.19399,0.0304589,-0.032829,0.502055,0.0304589,0.353429,0.340453,0.0304657,-0.032829,0.340453,0.35311,-0.03446,0.502055,0.0304657,-0.03446,1.23889
0.0473725,0.0179284,0.0439709,-0.0394142,-0.00770033,0.0207081,0.00216643,0.00124666,0.00146307,1.28555,0.0360185,-0.0399924,0.557882,0.0360185,0.381203,0.367121,0.0368372,-0.0399924,0.367121,0.381483,-0.0411199,0.557882,0.0368372,-0.0411199,1.33261
0.831095,0.0159262,0.0363398,-0.0287294,-0.00689523,0.00280716,0.000118399,4.50163e-05,-0.00092006,0.172434,0.00606654,-0.000389422,0.0139898,0.00606653,0.00556974,0.00262947,0.000696036,-0.000389434,0.00262947,0.00192346,-0.0050211,0.0139898,0.000696061,-0.00502107,0.17892
0.714817,0.0150511,0.0403656,-0.0328605,-0.00647767,0.00487343,0.000306441,0.000154941,-0.00120517,0.321131,0.0121279,-0.0019106,0.0472387,0.0121279,0.0218706,0.016856,0.00275204,-0.00191058,0.016856,0.0164251,-0.0102438,0.0472387,0.00275199,-0.0102438,0.331985
0.598539,0.0141761,0.0443914,-0.036731,-0.00610219,0.00685612,0.000682661,0.000430816,-0.00109449,0.48517,0.0187947,-0.0056678,0.104531,0.0187947,0.0629458,0.0562231,0.00729566,-0.00566782,0.0562231,0.0571188,-0.0161321,0.104531,0.00729564,-0.0161321,0.499898
0.482261,0.0208685,0.0456117,-0.0442433,-0.00894642,0.0132906,0.000598552,6.1438e-05,-0.00126687,0.666206,0.0235193,-0.0143929,0.191803,0.0235194,0.140827,0.129928,0.0144018,-0.0143928,0.129928,0.134339,-0.025011,0.191803,0.0144019,-0.0250109,0.693433
0.365983,0.0195054,0.0489584,-0.0476967,-0.00836175,0.0153289,0.000720678,8.93575e-08,-0.000331963,0.826179,0.0295425,-0.0231364,0.279555,0.0295425,0.212726,0.200675,0.0231311,-0.0231364,0.200675,0.208625,-0.031226,0.279555,0.0231311,-0.031226,0.856674
0.249705,0.0181422,0.0523051,-0.050909,-0.00776827,0.0180844,0.000948045,-3.71314e-05,0.00110352,1.04934,0.038333,-0.0361643,0.411991,0.038333,0.304468,0.290318,0.0361396,-0.0361643,0.290318,0.302986,-0.0402914,0.411991,0.0361397,-0.0402913,1.0855
0.133427,0.0172856,0.0461418,-0.0415569,-0.00741825,0.0194394,0.00210655,0.00119619,0.00141186,1.23377,0.0366061,-0.0397025,0.525179,0.0366061,0.365608,0.351874,0.0369425,-0.0397025,0.351874,0.365625,-0.0411964,0.525179,0.0369425,-0.0411964,1.27639
0.0171491,0.0161728,0.0494936,-0.045019,-0.00693765,0.0195139,0.0021991,0.00118601,0.00202278,1.30143,0.0416168,-0.045718,0.565923,0.0416168,0.385456,0.370772,0.0425631,-0.045718,0.370772,0.385838,-0.0468013,0.565923,0.0425631,-0.0468013,1.3446
0.800871,0.01506,0.0528453,-0.0482213,-0.00645579,0.003363,0.000191438,5.55203e-05,-0.000799649,0.208181,0.0104879,-0.00114802,0.0202481,0.0104879,0.00842993,0.00460391,0.00136015,-0.00114805,0.00460391,0.00445496,-0.0101991,0.0202481,0.00136017,-0.0101991,0.215431
0.684593,0.0136847,0.0465716,-0.0388706,-0.00589008,0.00507929,0.000395844,0.000205484,-0.00101783,0.360788,0.015513,-0.00299525,0.0590711,0.015513,0.0291601,0.0237404,0.00404303,-0.00299522,0.0237404,0.0238483,-0.0133896,0.0590711,0.00404298,-0.0133897,0.371816
0.568315,0.012841,0.0499209,-0.0423413,-0.00551355,0.00695204,0.000821721,0.000519294,-0.000737116,0.53001,0.0225455,-0.00806763,0.123311,0.0225454,0.0784523,0.0713602,0.00981761,-0.0080677,0.0713602,0.0731884,-0.0198941,0.123311,0.00981765,-0.019894,0.544457
0.452037,0.0119973,0.0532701,-0.0455336,-0.00514331,0.00887192,0.00151863,0.00107096,-2.65795e-05,0.725956,0.0292851,-0.0176219,0.219936,0.0292851,0.161546,0.152968,0.0191238,-0.0176219,0.152968,0.157776,-0.0274227,0.219936,0.0191239,-0.0274225,0.743361
0.33576,0.0172942,0.0540419,-0.0526409,-0.00742099,0.0149058,0.000811752,-1.32709e-06,0.000409802,0.88393,0.0344344,-0.0285635,0.311999,0.0344344,0.237103,0.224601,0.0285612,-0.0285635,0.224601,0.234078,-0.0361181,0.311999,0.0285611,-0.0361182,0.912705
0.219482,0.015933,0.0566363,-0.0553753,-0.00682973,0.0172505,0.000959199,-0.000105135,0.00184007,1.10407,0.0436476,-0.0420963,0.443887,0.0436476,0.323652,0.308864,0.0421003,-0.0420963,0.308864,0.322738,-0.0455811,0.443887,0.0421003,-0.0455811,1.1378
0.103204,0.0145718,0.0592307,-0.0578614,-0.00624308,0.0184376,0.00113226,-0.000117247,0.00299338,1.26622,0.0519983,-0.0528403,0.542669,0.0519983,0.376268,0.359428,0.0527073,-0.0528403,0.359428,0.37628,-0.0543059,0.542669,0.0527073,-0.0543059,1.30341
0.886926,0.0144198,0.0545792,-0.0499563,-0.00617545,0.00216309,0.000121177,3.26879e-05,-0.0005529,0.136947,0.00721699,-0.000478466,0.00887214,0.007217,0.00385874,0.00133615,0.000593189,-0.000478454,0.00133615,0.00118751,-0.00703436,0.00887215,0.000593188,-0.00703436,0.141639
0.770648,0.0133124,0.0571726,-0.0527167,-0.0056931,0.00358871,0.000228088,6.13128e-05,-0.000664202,0.245288,0.0132932,-0.001803,0.0278318,0.0132932,0.0117209,0.00746162,0.00207043,-0.00180301,0.00746161,0.00772674,-0.0129525,0.0278318,0.00207047,-0.0129524,0.252751
0.65437,0.0122051,0.0597659,-0.0552179,-0.00520823,0.00539765,0.000433767,0.000144149,-0.000487754,0.401017,0.021606,-0.00568528,0.0722948,0.0216061,0.0387406,0.0323435,0.00633023,-0.00568525,0.0323435,0.033921,-0.020898,0.0722948,0.00633024,-0.020898,0.411675
0.538092,0.0115141,0.055004,-0.0472718,-0.0049299,0.00700123,0.000991665,0.000636537,-0.000326006,0.576611,0.0263528,-0.010935,0.144126,0.0263528,0.0962522,0.0887417,0.0128157,-0.0109351,0.0887417,0.0916081,-0.0236359,0.144126,0.0128157,-0.0236359,0.590599
0.421814,0.0106714,0.0576035,-0.0500581,-0.00455647,0.00881392,0.00169135,0.00118066,0.000527474,0.780549,0.0331303,-0.0223688,0.249303,0.0331304,0.185934,0.176828,0.0234468,-0.0223688,0.176828,0.182961,-0.0318865,0.249303,0.0234468,-0.0318865,0.79701
0.305536,0.0098287,0.060203,-0.0525743,-0.00417339,0.0100706,0.00230525,0.00165212,0.00145327,0.949892,0.0388574,-0.0340042,0.346565,0.0388574,0.259613,0.249052,0.0331421,-0.0340042,0.249052,0.258186,-0.0400981,0.346565,0.0331421,-0.0400982,0.967816
0.189258,0.0137335,0.0605012,-0.0591644,-0.00589947,0.0162154,0.00102193,-9.51785e-05,0.00252744,1.15558,0.0486911,-0.0478445,0.473764,0.0486911,0.340715,0.325327,0.0477443,-0.0478445,0.325327,0.340222,-0.0506579,0.473764,0.0477442,-0.050658,1.18637
0.0729803,0.0124748,0.0623682,-0.0612071,-0.00533906,0.0168995,0.00106457,-0.000191861,0.00350774,1.29202,0.0561378,-0.0570443,0.556495,0.0561378,0.383206,0.366052,0.0569861,-0.0570443,0.366052,0.383294,-0.058214,0.556495,0.0569861,-0.058214,1.32476
0.856702,0.0112161,0.0642353,-0.0630798,-0.00483554,0.00228071,0.00014524,2.04678e-05,-0.000317101,0.172859,0.0106724,-0.00105007,0.0139294,0.0106724,0.00555639,0.00259841,0.00105608,-0.00105007,0.00259841,0.00309212,-0.0110854,0.0139294,0.00105607,-0.0110854,0.177307
0.740424,0.0115721,0.0610379,-0.0565436,-0.00492566,0.0037219,0.000265096,6.76317e-05,-0.000465335,0.283289,0.0162755,-0.00265387,0.0367569,0.0162755,0.0160572,0.011414,0.00300674,-0.00265385,0.011414,0.0121954,-0.0157852,0.0367569,0.00300669,-0.0157853,0.290711
0.624147,0.0104908,0.0628768,-0.0586464,-0.00444074,0.00533322,0.000475384,0.000153093,-0.00012581,0.443336,0.0247296,-0.00756756,0.0873507,0.0247296,0.0496564,0.0429953,0.00826911,-0.00756758,0.0429953,0.0454046,-0.0239828,0.0873507,0.00826907,-0.0239828,0.453339
0.507869,0.00940938,0.0647157,-0.0605645,-0.00395527,0.00687445,0.00080011,0.000327339,0.000606128,0.625193,0.0327479,-0.0167725,0.166805,0.0327479,0.116548,0.108008,0.0176758,-0.0167725,0.108008,0.113101,-0.0319946,0.166805,0.0176759,-0.0319945,0.637139
0.391591,0.00934306,0.0614704,-0.0539228,-0.00395185,0.00814956,0.00169631,0.00116731,0.000899551,0.781468,0.0355248,-0.0240162,0.24919,0.0355248,0.185932,0.17668,0.0251086,-0.0240162,0.17668,0.183275,-0.0341983,0.24919,0.0251086,-0.0341983,0.795974
0.275313,0.00845395,0.0633386,-0.0560858,-0.00354242,0.00975048,0.00239087,0.00168235,0.00208803,1.00784,0.0428205,-0.0397254,0.380183,0.0428205,0.282571,0.271321,0.0381264,-0.0397254,0.271321,0.281735,-0.0449124,0.380183,0.0381264,-0.0449124,1.02414
0.159035,0.00756483,0.0652068,-0.0580491,-0.003075,0.0109576,0.00293854,0.00206005,0.00331704,1.21057,0.0505957,-0.0543378,0.50217,0.0505957,0.35484,0.341428,0.0497682,-0.0543378,0.341428,0.355222,-0.0561373,0.50217,0.0497682,-0.0561373,1.22835
0.0427569,0.0104275,0.0648872,-0.0640504,-0.00445661,0.0152043,0.000931865,-0.000297493,0.00392168,1.30904,0.0595424,-0.0602917,0.564836,0.0595424,0.387396,0.370148,0.0604035,-0.0602917,0.370148,0.38749,-0.0612209,0.564836,0.0604035,-0.0612209,1.33689
0.826479,0.00964317,0.0666379,-0.0658809,-0.00399942,0.00247085,0.000162411,9.16556e-06,-0.000148816,0.209351,0.0133499,-0.00164856,0.0202238,0.01335,0.00792759,0.00455374,0.00164008,-0.00164854,0.00455374,0.00549278,-0.0138448,0.0202238,0.00164003,-0.0138448,0.213847
0.710201,0.00885888,0.0683887,-0.0681116,-0.00412812,0.00355878,0.00023103,-5.99807e-06,-6.35814e-05,0.322485,0.0204701,-0.00439437,0.0470455,0.0204701,0.0216253,0.0166327,0.00431852,-0.00439436,0.0166327,0.0185469,-0.021337,0.0470455,0.00431852,-0.021337,0.328789
0.593923,0.00876331,0.0655452,-0.0615755,-0.00364215,0.00516625,0.000514296,0.000162838,0.000291279,0.48716,0.0278252,-0.00979971,0.104203,0.0278252,0.0626991,0.0558118,0.0105582,-0.00979972,0.0558118,0.0591121,-0.0269953,0.104203,0.0105582,-0.0269953,0.496218
0.477645,0.00770217,0.0669197,-0.0633502,-0.00315954,0.00652693,0.000805818,0.000302899,0.00115709,0.67646,0.0358163,-0.0205999,0.192016,0.0358164,0.138178,0.129376,0.0213342,-0.0205998,0.129376,0.135571,-0.0352755,0.192016,0.0213343,-0.0352754,0.686818
0.361367,0.00664102,0.0682942,-0.0652783,-0.00284355,0.00734207,0.000979268,0.000357374,0.00196073,0.838826,0.0423174,-0.0320816,0.28005,0.0423174,0.211031,0.200663,0.0322808,-0.0320816,0.200663,0.209522,-0.0425668,0.28005,0.0322808,-0.0425669,0.84956
0.245089,0.00703157,0.0660191,-0.0591006,-0.00282769,0.0092955,0.00245812,0.00170247,0.00277613,1.06475,0.0467189,-0.0453448,0.413334,0.046719,0.303955,0.291995,0.0430344,-0.0453448,0.291995,0.303606,-0.0495605,0.413334,0.0430344,-0.0495605,1.07896
0.128811,0.00594035,0.0674365,-0.0608195,-0.00231965,0.00993751,0.00282971,0.00194506,0.00387741,1.25131,0.054455,-0.0588703,0.525459,0.054455,0.367114,0.353217,0.0540597,-0.0588703,0.353217,0.367672,-0.0601195,0.525459,0.0540597,-0.0601195,1.26572
0.0125335,0.00484914,0.068854,-0.0624451,-0.00155899,0.00967273,0.00291577,0.00196788,0.00478967,1.32451,0.0587833,-0.0648163,0.568528,0.0587833,0.388292,0.373342,0.0591605,-0.0648163,0.373342,0.389085,-0.0652323,0.568528,0.0591605,-0.0652323,1.33661
0.796256,0.00830106,0.0669344,-0.0698594,-0.00299066,0.00260965,0.000145441,-3.90314e-05,0.000155851,0.246682,0.0156298,-0.0025556,0.0277904,0.0156298,0.0110998,0.00739977,0.00226901,-0.00255561,0.00739977,0.00900992,-0.0171029,0.0277904,0.002269,-0.0171029,0.250767
0.679978,0.00903367,0.0759616,-0.0753011,-0.00258431,0.00435963,0.000323066,-6.54229e-05,0.000797792,0.360984,0.0250589,-0.00624084,0.0585927,0.0250589,0.029901,0.0235013,0.00620814,-0.0062408,0.0235013,0.027001,-0.0258396,0.0585927,0.00620818,-0.0258396,0.367215
0.5637,0.00976629,0.0849888,-0.0837241,-0.00838926,0.00653943,0.000531507,6.39484e-05,-0.000985293,0.528596,0.0380065,-0.0164075,0.122477,0.0380064,0.0801207,0.0703562,0.016338,-0.0164076,0.0703562,0.0754099,-0.03971,0.122477,0.0163381,-0.03971,0.542274
