w, grad11, grad21, grad12, grad22,P11, P21, P12, P22, c11, c12, c13, c14, c21, c22, c23, c24, c31, c32, c33, c34, c41, c42, c43, c44
0.246771,0.0126104,0.126394,-0.109409,-0.00541214,0.0213265,0.00690359,0.00327189,0.00951415,1.03666,0.0837036,-0.0836307,0.400446,0.0837036,0.313355,0.278377,0.0779634,-0.0836307,0.278377,0.313701,-0.0916782,0.400446,0.0779634,-0.0916782,1.06246
0.130493,0.0107706,0.132152,-0.114803,-0.00461502,0.0243229,0.00848174,0.00386114,0.0132005,1.21696,0.0991086,-0.111065,0.50858,0.0991086,0.375996,0.332779,0.0991413,-0.111065,0.332779,0.37909,-0.114098,0.50858,0.0991413,-0.114098,1.24308
0.0142149,0.0191041,0.132857,-0.129734,-0.00820045,0.0362475,0.00456887,-0.00224763,0.0159528,1.26483,0.115139,-0.11791,0.545795,0.115139,0.399676,0.343233,0.118308,-0.11791,0.343233,0.40041,-0.121156,0.545795,0.118308,-0.121156,1.31397
0.797937,0.0160581,0.136967,-0.134138,-0.0068647,0.00529611,0.000712647,-0.000131318,0.000962552,0.20213,0.025894,-0.00330135,0.0195019,0.0258939,0.0134982,0.0044622,0.00328562,-0.00330138,0.0044622,0.00969919,-0.027464,0.0195019,0.00328563,-0.027464,0.209293
0.681659,0.0130121,0.141077,-0.13804,-0.00559395,0.008424,0.00118405,-0.000373468,0.00277022,0.350168,0.0442879,-0.0112302,0.0566129,0.0442879,0.0384357,0.0228324,0.0112965,-0.0112302,0.0228324,0.034038,-0.0460979,0.0566129,0.0112965,-0.0460979,0.359825
0.565381,0.0144278,0.13408,-0.123694,-0.00617801,0.0123903,0.00219042,0.000101502,0.00371773,0.515104,0.057337,-0.0235421,0.118728,0.057337,0.0904753,0.0689887,0.0253932,-0.0235421,0.0689887,0.0843533,-0.0563729,0.118728,0.0253932,-0.0563729,0.531665
0.449103,0.0119141,0.138163,-0.128111,-0.00509435,0.0159217,0.00335285,0.000286167,0.00708991,0.706746,0.0731853,-0.0475042,0.210957,0.0731853,0.175571,0.146113,0.0488812,-0.0475042,0.146113,0.171753,-0.0731423,0.210957,0.0488812,-0.0731423,0.724377
0.332825,0.00940053,0.142247,-0.131964,-0.00399921,0.0183951,0.00446266,0.00050586,0.0104887,0.869151,0.0865479,-0.071638,0.299636,0.086548,0.24993,0.213033,0.071176,-0.071638,0.213033,0.248388,-0.0885085,0.299636,0.071176,-0.0885085,0.885631
0.216547,0.00970692,0.135013,-0.117654,-0.00415557,0.0213039,0.00758541,0.00339322,0.0119301,1.08894,0.0930703,-0.0964344,0.429829,0.0930703,0.333704,0.293854,0.0887403,-0.0964344,0.293854,0.33515,-0.102846,0.429829,0.0887403,-0.102846,1.10999
0.100269,0.00778838,0.139146,-0.122084,-0.00332399,0.0234808,0.00873987,0.00368269,0.0153192,1.24898,0.10767,-0.121086,0.525376,0.10767,0.386705,0.339189,0.108061,-0.121086,0.339189,0.390331,-0.123154,0.525376,0.108061,-0.123154,1.26847
0.883991,0.00586985,0.143279,-0.125887,-0.00240447,0.0022524,0.000344774,-9.09705e-05,0.000912157,0.134523,0.01879,-0.00111771,0.00862572,0.01879,0.00639935,0.00129423,0.00160792,-0.0011177,0.00129424,0.00450905,-0.0168633,0.00862572,0.00160796,-0.0168632,0.137388
0.767714,0.0110919,0.142741,-0.140016,-0.00473383,0.00531726,0.000754523,-0.000255065,0.00184093,0.238812,0.0318899,-0.00486285,0.0267809,0.0318899,0.0175,0.00717262,0.00490102,-0.00486285,0.00717262,0.0144794,-0.0330215,0.0267809,0.00490099,-0.0330215,0.244636
0.651436,0.00837691,0.145782,-0.143159,-0.00345813,0.00803713,0.0011922,-0.000557508,0.00409407,0.391064,0.0506764,-0.0146999,0.0693774,0.0506765,0.0480946,0.031053,0.0148589,-0.0146998,0.031053,0.0451106,-0.0517207,0.0693774,0.014859,-0.0517206,0.39794
0.535158,0.00566193,0.148822,-0.1462,-0.00288156,0.0106483,0.00169728,-0.000888008,0.0068922,0.562948,0.0686264,-0.0332864,0.137644,0.0686264,0.109464,0.0845503,0.0336219,-0.0332864,0.0845503,0.107316,-0.0693016,0.137644,0.0336219,-0.0693015,0.569888
0.41888,0.00789977,0.144144,-0.133919,-0.00332676,0.015288,0.00370269,0.000308853,0.00911324,0.761262,0.0805741,-0.0569571,0.238573,0.0805741,0.200454,0.16793,0.0579784,-0.0569571,0.16793,0.197982,-0.0802194,0.238573,0.0579783,-0.0802194,0.774283
0.302602,0.0053777,0.146745,-0.136968,-0.002236,0.017295,0.00465316,0.000418011,0.0125806,0.927817,0.0941724,-0.0823668,0.331186,0.0941724,0.274291,0.234082,0.0809975,-0.0823668,0.234082,0.273812,-0.0963067,0.331186,0.0809974,-0.0963067,0.938223
0.186324,0.00285564,0.149345,-0.139732,-0.00132738,0.019655,0.00580853,0.000551816,0.0167368,1.13924,0.11306,-0.114624,0.454601,0.11306,0.354754,0.304364,0.109257,-0.114624,0.304364,0.356215,-0.119178,0.454601,0.109257,-0.119178,1.14608
0.070046,0.00471106,0.145105,-0.127823,-0.00191969,0.0221472,0.00907832,0.00371343,0.01722,1.27387,0.114675,-0.129508,0.537522,0.114675,0.394556,0.343574,0.11511,-0.129508,0.343574,0.398672,-0.130661,0.537522,0.11511,-0.130661,1.28578
0.853768,0.00256465,0.147781,-0.130777,-0.00101388,0.00242314,0.000403322,-0.000150775,0.0015055,0.169721,0.0244608,-0.00192704,0.0135387,0.0244608,0.00884335,0.00248788,0.0026258,-0.00192705,0.00248788,0.00713676,-0.0217494,0.0135387,0.00262582,-0.0217494,0.172125
0.73749,0.000418245,0.150458,-0.133263,0.000226811,0.0036238,0.000748156,-0.000202803,0.00304727,0.278558,0.0399905,-0.0058941,0.0355684,0.0399905,0.0215322,0.0108921,0.00755072,-0.00589412,0.0108921,0.0194977,-0.0350512,0.0355684,0.00755068,-0.0350512,0.281129
0.621212,0.00402611,0.148773,-0.148807,-0.00113466,0.00750162,0.00107643,-0.000882902,0.00568945,0.433584,0.0566286,-0.0190465,0.0836807,0.0566287,0.0596054,0.0411552,0.018887,-0.0190464,0.0411552,0.058487,-0.0576362,0.0836807,0.018887,-0.0576362,0.436588
0.504934,0.00110989,0.157479,-0.151872,-0.000272993,0.0101262,0.00217973,-0.000825698,0.00930354,0.610963,0.0773391,-0.0407531,0.158903,0.0773391,0.130986,0.102469,0.0420425,-0.0407532,0.102469,0.129776,-0.0753073,0.158903,0.0420425,-0.0753073,0.613528
0.388656,-0.00180633,0.166184,-0.150416,-0.00718251,0.0106151,0.00475954,0.00190907,0.00725671,0.820015,0.0984032,-0.074097,0.267763,0.0984032,0.226635,0.189338,0.0749867,-0.074097,0.189338,0.224768,-0.0969786,0.267763,0.0749866,-0.0969787,0.82921
0.272378,5.96718e-05,0.151928,-0.141298,-0.000469604,0.0147238,0.00506362,0.000810418,0.0142743,0.98858,0.102536,-0.093979,0.363402,0.102537,0.297426,0.254378,0.0911791,-0.093979,0.254378,0.297902,-0.104858,0.363402,0.0911791,-0.104858,0.990617
0.156101,7.90134e-05,0.1547,-0.143231,-0.000955152,0.0184305,0.00663588,0.00125583,0.0176678,1.18539,0.120298,-0.125329,0.480151,0.120298,0.370146,0.316602,0.117533,-0.125329,0.316602,0.372401,-0.128199,0.480151,0.117533,-0.128199,1.18748
0.0398227,9.8355e-05,0.157473,-0.143813,-0.005534,0.0182029,0.0075596,0.0026998,0.0139697,1.29025,0.131141,-0.143486,0.543949,0.131141,0.402544,0.346691,0.131819,-0.143486,0.346691,0.406299,-0.144359,0.543949,0.131819,-0.144359,1.30054
0.823545,-0.0011878,0.151896,-0.133789,0.000195454,0.00233555,0.000443374,-0.000198322,0.00214105,0.205858,0.0305165,-0.00297335,0.0196492,0.0305165,0.0118481,0.00432437,0.00402199,-0.00297333,0.00432436,0.0104575,-0.0265149,0.0196492,0.004022,-0.0265149,0.207422
0.707267,-0.00140509,0.152414,-0.134589,-0.00163731,0.00359012,0.000853229,-8.88627e-05,0.00292418,0.316924,0.0457144,-0.00795596,0.0456426,0.0457144,0.0278108,0.0158817,0.0100958,-0.00795596,0.0158817,0.0254108,-0.0399193,0.0456426,0.0100957,-0.0399193,0.319995
0.590989,-0.00162237,0.152933,-0.137211,-0.00388549,0.00533908,0.00168919,0.00033935,0.00387647,0.478947,0.0644261,-0.0211482,0.100795,0.0644261,0.0718416,0.0533587,0.0246487,-0.0211482,0.0533587,0.0685801,-0.057798,0.100795,0.0246487,-0.057798,0.48413
0.474711,0.0189525,0.0130599,-0.00310495,-0.0013724,0.0126522,0.00142623,0.00128125,0.00274707,0.66889,0.00640238,-0.00138264,0.191584,0.00640246,0.140269,0.13036,0.00368241,-0.00138256,0.13036,0.13579,-0.00216863,0.191584,0.00368235,-0.0021687,0.687448
0.358433,0.0202092,0.0291302,-0.0138843,-0.00514928,0.0168025,0.00375185,0.00332853,0.00193196,0.882204,0.0144193,-0.0116303,0.312106,0.0144193,0.23651,0.225072,0.0111314,-0.0116303,0.225072,0.233285,-0.0137973,0.312106,0.0111315,-0.0137972,0.911998
0.242155,0.0214658,0.0452005,-0.0248328,-0.00747094,0.0206351,0.00646842,0.00567543,0.00167248,1.04556,0.02278,-0.0279589,0.411818,0.02278,0.303717,0.290228,0.020664,-0.0279589,0.290228,0.302409,-0.0303846,0.411818,0.020664,-0.0303846,1.08629
0.125877,0.00874115,0.0097262,-0.002805,-0.000657428,0.0107194,0.00253841,0.0024472,0.00383219,1.25341,0.00289093,-0.00822508,0.528814,0.00289093,0.363808,0.356467,0.00279441,-0.00822508,0.356467,0.363757,-0.00833886,0.528814,0.0027944,-0.00833888,1.26976
0.00959927,0.0096087,0.0268549,-0.0128375,-0.00248957,0.0117207,0.00548226,0.00520104,0.0025001,1.3231,0.0120779,-0.0252658,0.572337,0.0120779,0.384771,0.377205,0.0122244,-0.0252658,0.377205,0.385296,-0.0255723,0.572337,0.0122244,-0.0255723,1.346
0.793321,0.0104762,0.0439837,-0.023479,-0.00366005,0.0027561,0.000269615,0.000164111,-0.000523595,0.24693,0.0107142,-0.000422771,0.027962,0.0107142,0.0106453,0.00751336,0.0019577,-0.000422786,0.00751336,0.00724209,-0.00537466,0.027962,0.00195771,-0.00537466,0.252988
0.677043,-0.000503456,0.00873399,-0.00250506,5.75397e-05,-0.000168746,0.00014533,0.000146732,-3.855e-06,0.370295,0.00325382,1.35229e-05,0.0598048,0.00325384,0.0234288,0.0235536,0.00095113,1.35477e-05,0.0235536,0.023538,-0.000645313,0.0598048,0.000951187,-0.000645257,0.370032
0.560766,-0.000464879,0.0261276,-0.0117907,0.000170134,-5.26136e-05,0.00102402,0.00102311,0.000137991,0.54248,0.0128589,-0.00176619,0.124631,0.0128588,0.0718084,0.0714126,0.0056733,-0.00176628,0.0714126,0.0716103,-0.00500403,0.124631,0.00567327,-0.00500406,0.542496
0.444488,-0.000426301,0.0435212,-0.0221253,0.00015083,0.000350447,0.00332361,0.00329533,0.000502691,0.740535,0.0240733,-0.00975087,0.221865,0.0240733,0.155905,0.154086,0.0149577,-0.00975083,0.154086,0.155242,-0.014398,0.221865,0.0149576,-0.0143981,0.741297
0.32821,0.0221355,0.0525652,-0.0316398,-0.00824986,0.0183286,0.00530521,0.00448175,0.000455622,0.878023,0.0276495,-0.0226235,0.311268,0.0276496,0.237737,0.224375,0.0219507,-0.0226234,0.224375,0.233789,-0.0275618,0.311268,0.0219508,-0.0275618,0.914286
0.211932,0.0207703,0.0631548,-0.0432556,-0.00886002,0.0214111,0.00692074,0.00570399,0.00135979,1.09615,0.0368955,-0.0441921,0.442826,0.0368955,0.323508,0.307692,0.0351665,-0.0441921,0.307692,0.323153,-0.0475232,0.442826,0.0351665,-0.0475232,1.1404
0.0956538,0.019405,0.0737445,-0.0537576,-0.0084101,0.0238438,0.00819172,0.00647065,0.00327594,1.25519,0.0483312,-0.064698,0.540411,0.0483312,0.375999,0.356237,0.0492186,-0.064698,0.356237,0.377969,-0.0668461,0.540411,0.0492186,-0.0668461,1.30465
0.879376,0.0103468,0.0517577,-0.0300351,-0.00403435,0.00159588,0.000110124,4.0774e-05,-0.00039766,0.137903,0.0071118,-0.000110403,0.00891728,0.00711183,0.00329027,0.00134645,0.000757006,-0.000110375,0.00134645,0.00109656,-0.00400409,0.00891729,0.000757014,-0.00400408,0.141523
0.763098,0.00984933,0.0631115,-0.0411289,-0.00427501,0.00326004,0.000447282,0.000269276,-0.000539351,0.283882,0.0173567,-0.00146209,0.0368287,0.0173567,0.0157489,0.0114542,0.00354837,-0.0014621,0.0114542,0.011626,-0.0110343,0.0368287,0.00354836,-0.0110343,0.291227
0.64682,0.00935182,0.0744652,-0.051601,-0.00404748,0.0046802,0.00105968,0.00073328,-0.000178991,0.401281,0.0277118,-0.00459377,0.0721799,0.0277119,0.0390024,0.0323166,0.00852546,-0.00459373,0.0323166,0.0338914,-0.0187994,0.0721799,0.00852541,-0.0187994,0.411263
0.530542,-0.000673922,0.0516157,-0.0284304,0.000181164,0.00039699,0.00209128,0.00205393,0.000530532,0.587424,0.0263146,-0.00605679,0.145075,0.0263146,0.0910694,0.0888755,0.0127039,-0.00605686,0.0888755,0.0900283,-0.0135745,0.145075,0.012704,-0.0135744,0.588506
0.414264,-0.000795647,0.0631417,-0.0390023,0.000310002,0.000964933,0.00439177,0.00427382,0.00133831,0.79309,0.0357419,-0.0197414,0.250603,0.0357419,0.182173,0.17781,0.0241418,-0.0197414,0.17781,0.181247,-0.0269376,0.250603,0.0241418,-0.0269375,0.794127
0.297986,-0.000917372,0.0746677,-0.0494444,0.000315134,0.00183347,0.00653942,0.00627471,0.00242362,0.963201,0.0439193,-0.0386864,0.347775,0.0439193,0.257823,0.250621,0.0358869,-0.0386864,0.250621,0.257798,-0.044018,0.347775,0.035887,-0.0440179,0.963611
0.181708,0.0184532,0.0796179,-0.0594711,-0.007923,0.0216527,0.00757982,0.00584561,0.00330326,1.14429,0.0505864,-0.0604803,0.470723,0.0505864,0.341542,0.321772,0.0494682,-0.0604803,0.321772,0.342346,-0.0639707,0.470723,0.0494682,-0.0639708,1.18581
0.0654304,0.0169221,0.0886359,-0.0688895,-0.00732578,0.023597,0.00849834,0.00621942,0.00546875,1.27747,0.0624983,-0.0797721,0.551792,0.0624983,0.384162,0.359766,0.0638077,-0.0797721,0.359766,0.386869,-0.0818841,0.551792,0.0638077,-0.0818841,1.32159
0.849153,0.0153911,0.097654,-0.0776376,-0.00663948,0.00343337,0.000378963,7.73771e-05,-0.000352262,0.17009,0.0160103,-0.0010521,0.0137911,0.0160103,0.00760583,0.00260307,0.00184988,-0.00105211,0.00260307,0.00345881,-0.0133813,0.0137912,0.00184991,-0.0133813,0.177071
0.732875,0.00868621,0.0800907,-0.057406,-0.00377884,0.00374288,0.000664748,0.000378225,-0.000105277,0.321499,0.0245449,-0.00303433,0.0469786,0.0245449,0.0224702,0.0166947,0.00570501,-0.00303432,0.0166947,0.0180444,-0.0173583,0.0469786,0.00570499,-0.0173583,0.329366
0.616597,0.00782569,0.0891514,-0.0668511,-0.00338779,0.00510185,0.00137837,0.000897501,0.000596186,0.441934,0.0356717,-0.00790123,0.0868326,0.0356717,0.0513464,0.0427892,0.0123224,-0.00790123,0.0427892,0.0463557,-0.0265108,0.0868326,0.0123223,-0.0265109,0.451784
0.500319,0.00696518,0.0982122,-0.0756253,-0.00300049,0.007168,0.00305628,0.00222227,0.00208899,0.621655,0.0493464,-0.0208589,0.165132,0.0493464,0.119914,0.107045,0.0265995,-0.0208589,0.107045,0.115277,-0.0396952,0.165132,0.0265995,-0.0396952,0.633673
0.384041,-0.00110786,0.0804037,-0.055341,0.000365322,0.00193262,0.00528308,0.00498166,0.00249995,0.846562,0.0467004,-0.0316556,0.280632,0.0467005,0.209302,0.201421,0.0341049,-0.0316555,0.201421,0.208401,-0.0403734,0.280632,0.034105,-0.0403734,0.847682
0.267763,-0.00129711,0.0894143,-0.0648128,0.000550185,0.00311115,0.00709166,0.00653301,0.00412994,1.0176,0.0551046,-0.0534379,0.379602,0.0551046,0.282869,0.271231,0.0475762,-0.0534379,0.271231,0.283445,-0.0588468,0.379602,0.0475762,-0.0588468,1.01708
0.151485,-0.00148637,0.0984249,-0.0736129,0.000638499,0.00481385,0.00913278,0.00817671,0.006296,1.22017,0.066225,-0.0815937,0.500041,0.066225,0.356664,0.33987,0.0640425,-0.0815937,0.33987,0.359572,-0.083,0.500041,0.0640425,-0.083,1.21728
0.0352071,0.0145149,0.102446,-0.0824212,-0.00623832,0.0234655,0.00896704,0.00608346,0.00785895,1.29033,0.0752397,-0.093404,0.557276,0.0752397,0.389821,0.360226,0.0767672,-0.093404,0.360226,0.393198,-0.0953891,0.557276,0.0767672,-0.0953891,1.32856
0.818929,0.0130512,0.109833,-0.0901333,-0.00560528,0.00394669,0.000512195,7.95673e-05,6.9707e-05,0.20544,0.0216369,-0.00194059,0.0199407,0.0216369,0.0109535,0.0045321,0.00298712,-0.00194061,0.0045321,0.00658366,-0.0185289,0.0199407,0.00298714,-0.0185289,0.212821
0.702651,0.0115875,0.117219,-0.0972082,-0.0049749,0.0065916,0.00120086,0.000342048,0.00104688,0.354655,0.0381975,-0.00738203,0.0577568,0.0381975,0.0347762,0.0232486,0.0100741,-0.007382,0.0232486,0.0287494,-0.0326526,0.0577568,0.0100741,-0.0326526,0.365913
0.586373,0.00647452,0.102945,-0.0804226,-0.00278214,0.00569346,0.00180265,0.00110468,0.00157423,0.483417,0.043929,-0.012069,0.103035,0.043929,0.0662979,0.0552936,0.0170742,-0.012069,0.0552936,0.0613974,-0.0342815,0.103035,0.0170742,-0.0342815,0.493148
0.470095,0.00565428,0.110324,-0.0881479,-0.0024252,0.00793539,0.00364994,0.0024906,0.00352312,0.669887,0.0576427,-0.0290221,0.189057,0.0576428,0.14364,0.127452,0.0342087,-0.0290221,0.127452,0.139564,-0.0490983,0.189057,0.0342088,-0.0490982,0.68106
0.353817,0.00483404,0.117702,-0.0952233,-0.00208143,0.0106795,0.00614103,0.00431881,0.00634187,0.885321,0.070173,-0.0568643,0.306584,0.070173,0.24234,0.219677,0.0562153,-0.0568643,0.219677,0.240886,-0.0694165,0.306584,0.0562152,-0.0694166,0.896372
0.23754,-0.0015855,0.103173,-0.0784239,0.000674035,0.00473596,0.00786385,0.00688108,0.00608285,1.0698,0.0661121,-0.0686378,0.410324,0.0661121,0.30632,0.289413,0.059548,-0.0686378,0.289413,0.307675,-0.073502,0.410324,0.059548,-0.073502,1.06843
0.121262,-0.00174954,0.110533,-0.0861625,0.000754876,0.00672777,0.00952269,0.0080212,0.00853198,1.25431,0.07808,-0.0959201,0.520125,0.07808,0.37062,0.347755,0.0765439,-0.0959201,0.347755,0.374337,-0.0967677,0.520125,0.0765439,-0.0967678,1.25042
0.00498369,-0.00191357,0.117894,-0.0932385,0.000812036,0.00834727,0.0103582,0.0083761,0.0104183,1.32337,0.0874571,-0.110584,0.560971,0.0874571,0.392763,0.364925,0.0872189,-0.110584,0.364925,0.397642,-0.110283,0.560971,0.0872189,-0.110283,1.31826
0.788706,0.010735,0.121045,-0.101026,-0.00461128,0.0044293,0.000670856,7.71592e-05,0.000644494,0.241349,0.0278427,-0.00317285,0.0272892,0.0278426,0.0153671,0.00730659,0.00457206,-0.00317286,0.00730659,0.010892,-0.0240134,0.0272891,0.00457201,-0.0240135,0.248889
0.672428,0.00927918,0.126807,-0.107066,-0.0039898,0.00628804,0.00122713,0.000259004,0.00171086,0.354425,0.041352,-0.00817223,0.0575302,0.041352,0.0353676,0.0230966,0.010847,-0.00817221,0.0230966,0.0300054,-0.0357342,0.0575302,0.010847,-0.0357342,0.364129
0.55615,0.00782339,0.132568,-0.112463,-0.00336744,0.00896716,0.00252144,0.000929937,0.00378442,0.520364,0.0584213,-0.0210981,0.119537,0.0584212,0.0878601,0.0691854,0.0256471,-0.0210981,0.0691854,0.0823197,-0.0509793,0.119537,0.0256471,-0.0509792,0.532434
0.439872,0.00436993,0.121522,-0.0990411,-0.00188713,0.00881643,0.00439893,0.00284322,0.00513828,0.719836,0.065813,-0.038322,0.214783,0.065813,0.16897,0.148947,0.0426924,-0.038322,0.148947,0.165498,-0.058475,0.214783,0.0426924,-0.058475,0.730003
0.323594,0.0035634,0.127284,-0.105082,-0.001555,0.0117211,0.00684236,0.00450379,0.00835583,0.940191,0.0786184,-0.0695182,0.337628,0.0786184,0.268003,0.24062,0.0664656,-0.0695181,0.24062,0.267573,-0.0806509,0.337628,0.0664655,-0.080651,0.949262
0.207316,0.00275688,0.133045,-0.110467,-0.00122339,0.0140825,0.00867417,0.00558487,0.0112834,1.10268,0.0901145,-0.0956192,0.433002,0.0901145,0.331889,0.29773,0.0847904,-0.0956192,0.29773,0.334112,-0.10091,0.433002,0.0847904,-0.100909,1.10999
0.0910382,-0.00200185,0.12171,-0.0970565,0.000837028,0.00870754,0.0101466,0.0080116,0.0107994,1.28083,0.0887715,-0.109044,0.535622,0.0887715,0.381838,0.352747,0.0877734,-0.109044,0.352747,0.386403,-0.109359,0.535622,0.0877734,-0.109359,1.27602
0.87476,-0.00214691,0.12747,-0.103098,0.000879804,0.000882826,0.000147507,-6.0242e-05,0.000920981,0.137205,0.017468,-0.000814853,0.00877114,0.017468,0.00456228,0.00128352,0.00153571,-0.000814877,0.00128352,0.00371929,-0.013744,0.00877114,0.00153573,-0.013744,0.138029
0.758482,-0.00229198,0.133231,-0.108472,0.000920664,0.00210039,0.000574359,5.1191e-05,0.00223069,0.282116,0.0364344,-0.00456938,0.0360675,0.0364344,0.0187858,0.0110198,0.00698902,-0.00456938,0.0110198,0.0169267,-0.0286556,0.0360675,0.00698899,-0.0286557,0.28393
0.642204,0.0069632,0.135444,-0.115302,-0.0029853,0.00664078,0.0015139,0.000311285,0.00272879,0.393856,0.0483677,-0.0112656,0.0702986,0.0483678,0.0458727,0.0314187,0.0145428,-0.0112655,0.0314187,0.0408312,-0.0417675,0.0702986,0.0145428,-0.0417675,0.402895
0.525927,0.00542283,0.139602,-0.119644,-0.00230236,0.00917231,0.00296305,0.00107857,0.00520344,0.565762,0.0652034,-0.0271823,0.139232,0.0652034,0.106971,0.0856531,0.031938,-0.0271823,0.0856531,0.102227,-0.0574604,0.139232,0.0319381,-0.0574603,0.576075
0.409649,0.00388246,0.143759,-0.123317,-0.00163088,0.0120043,0.00518693,0.00242265,0.00861717,0.766335,0.0800964,-0.0542463,0.2399,0.0800964,0.198527,0.169057,0.05675,-0.0542463,0.169057,0.195791,-0.0757562,0.2399,0.0567499,-0.0757563,0.775992
0.293371,0.00229233,0.13596,-0.113299,-0.00102813,0.0127507,0.00772412,0.0048303,0.0104406,0.994702,0.0867881,-0.0823891,0.368714,0.0867881,0.292314,0.260018,0.0766334,-0.0823891,0.260018,0.292949,-0.0917186,0.368714,0.0766334,-0.0917186,1.00154
0.177093,0.00144072,0.140124,-0.117609,-0.00067328,0.0148998,0.00928484,0.0056441,0.0133501,1.15023,0.0982935,-0.10767,0.460353,0.0982935,0.350158,0.311099,0.0943855,-0.10767,0.311099,0.353335,-0.111498,0.460353,0.0943855,-0.111498,1.15462
0.0608149,0.000589115,0.144287,-0.121211,-0.000294989,0.0167991,0.0107605,0.00638937,0.0161329,1.28491,0.109998,-0.1301,0.540297,0.109998,0.393176,0.347535,0.109767,-0.1301,0.347535,0.39858,-0.130504,0.540297,0.109767,-0.130504,1.2866
0.844537,-0.00236569,0.136131,-0.111295,0.000929028,0.00129572,0.000245655,-8.16494e-05,0.00135147,0.171985,0.0232348,-0.00151096,0.0137081,0.0232348,0.00725707,0.00249363,0.00256279,-0.00151097,0.00249363,0.00609574,-0.0184783,0.0137081,0.00256281,-0.0184782,0.17312
0.728259,-0.00249015,0.140335,-0.115574,0.000955799,0.00269048,0.000809994,9.70902e-05,0.00288322,0.319297,0.0428389,-0.00657497,0.0459884,0.0428389,0.026005,0.0161136,0.00959564,-0.00657498,0.0161136,0.0237972,-0.0340966,0.0459884,0.00959563,-0.0340966,0.321438
0.611981,-0.0026146,0.144539,-0.119106,0.0010409,0.0040494,0.00172121,0.000599153,0.00446357,0.438725,0.0575593,-0.0143772,0.0848757,0.0575593,0.0564252,0.0415346,0.0195695,-0.0143771,0.0415346,0.0533796,-0.0459052,0.0848757,0.0195694,-0.0459053,0.44166
0.495703,0.00289876,0.145637,-0.125175,-0.00110124,0.00920622,0.00350303,0.00132992,0.0067423,0.61334,0.0717629,-0.034032,0.160922,0.0717629,0.128078,0.104033,0.0389325,-0.034032,0.104033,0.124128,-0.0635742,0.160922,0.0389325,-0.0635742,0.621399
0.379425,0.00117162,0.148239,-0.127722,-0.00033117,0.0116746,0.00579511,0.00273977,0.0104321,0.822297,0.0861624,-0.0642636,0.269363,0.0861625,0.223899,0.191442,0.065269,-0.0642636,0.191442,0.222311,-0.0830919,0.269363,0.065269,-0.083092,0.827897
0.263147,-0.000555523,0.150842,-0.129345,-0.000159008,0.0137936,0.00831139,0.00443206,0.0138757,1.04665,0.10079,-0.100244,0.397338,0.10079,0.316583,0.27554,0.0921081,-0.100244,0.27554,0.318393,-0.107914,0.397338,0.092108,-0.107914,1.04826
0.146869,-8.06099e-08,0.146411,-0.122971,-3.50273e-05,0.0153706,0.0101519,0.00602212,0.0152848,1.19364,0.105406,-0.11886,0.485083,0.105406,0.365753,0.32234,0.102634,-0.11886,0.32234,0.369957,-0.121306,0.485083,0.102634,-0.121306,1.19453
0.0305915,-0.00088032,0.148645,-0.125375,0.000374715,0.016498,0.0110538,0.00640296,0.0174387,1.29888,0.114758,-0.135908,0.547149,0.114758,0.397965,0.349565,0.114555,-0.135908,0.349565,0.403771,-0.135791,0.547149,0.114555,-0.135791,1.2966
0.814314,-0.00176056,0.150878,-0.127009,0.000644726,0.00217589,0.000445146,-0.000143409,0.00204372,0.206124,0.0304873,-0.00272075,0.0197009,0.0304873,0.0116663,0.00434702,0.00409759,-0.00272072,0.00434702,0.00997955,-0.0251333,0.0197009,0.00409759,-0.0251332,0.207942
0.698036,-0.00267797,0.146596,-0.120766,0.00103118,0.00333479,0.00112599,0.000200391,0.0035897,0.357255,0.049302,-0.0089832,0.0572712,0.049302,0.0349449,0.0227184,0.0128118,-0.00898317,0.0227184,0.0322694,-0.0392372,0.0572712,0.0128118,-0.0392372,0.35986
0.581758,-0.00286668,0.148919,-0.123027,0.0010806,0.00470488,0.00220432,0.000846433,0.00528349,0.480307,0.0633988,-0.0184991,0.100901,0.0633988,0.0712807,0.0538669,0.0244256,-0.0184991,0.0538669,0.0679444,-0.050941,0.100901,0.0244256,-0.050941,0.483465
0.46548,-0.00305539,0.151242,-0.124674,0.00144846,0.0069065,0.00459975,0.00250349,0.00829383,0.666321,0.0790062,-0.0404331,0.185117,0.0790062,0.14968,0.124365,0.0466984,-0.0404331,0.124365,0.146564,-0.0672371,0.185117,0.0466985,-0.067237,0.668867
0.349202,-0.00145845,0.151618,-0.130114,0.000233251,0.0108663,0.00653265,0.00338073,0.0114828,0.880251,0.0917181,-0.07444,0.300593,0.0917181,0.24871,0.213956,0.0735402,-0.0744399,0.213956,0.248103,-0.0902906,0.300593,0.0735401,-0.0902907,0.882222
0.232924,-0.00173789,0.150881,-0.130576,-0.000783694,0.0131178,0.00828241,0.00451171,0.0136366,1.10122,0.105301,-0.108842,0.428895,0.105301,0.335745,0.293479,0.0988377,-0.108842,0.293479,0.33824,-0.114466,0.428894,0.0988377,-0.114466,1.10142
0.116646,-0.00201734,0.150143,-0.129247,-0.00579558,0.0116909,0.00894627,0.00605776,0.00889968,1.23592,0.11448,-0.129021,0.509908,0.11448,0.378994,0.336679,0.113135,-0.129021,0.336679,0.383439,-0.131106,0.509908,0.113135,-0.131106,1.24286
