rx, ry, theta,c11, c12, c13, c14, c22, c23, c24, c33, c34, c44
0.131728,0.35504,1.27507,0.942384,-0.0747796,-0.0747796,0.239424,0.211566,0.211566,-0.0692788,0.211566,-0.0692788,0.582093
0.0735894,0.222106,0.864431,1.06076,-0.0759156,-0.0759156,0.39778,0.315902,0.315902,-0.0737769,0.315902,-0.0737769,1.02533
0.0154504,0.0891716,0.45379,1.29923,-0.00724714,-0.00724714,0.555793,0.378112,0.378112,-0.00755713,0.378112,-0.00755713,1.32371
0.407311,0.406237,0.0431497,0.319117,-1.75461e-09,-1.75461e-09,0.0570905,0.0318158,0.0318158,-7.21501e-08,0.0318158,-7.21501e-08,0.319117
0.349172,0.273303,1.20251,0.523998,0.0283636,0.0283636,0.167182,0.120547,0.120547,0.0260664,0.120547,0.0260664,0.635734
0.291034,0.140369,0.791869,0.842962,0.0878663,0.0878663,0.300383,0.248443,0.248443,0.0872864,0.248443,0.0872864,0.847956
0.232895,0.00743448,0.381228,1.31818,0.00714484,0.00714484,0.544275,0.374927,0.374927,0.0032943,0.374927,0.0032943,1.26401
0.174756,0.3245,1.54059,0.9019,-0.00476056,-0.00476056,0.248539,0.191652,0.191652,-0.00378174,0.191652,-0.00378174,0.617464
0.116617,0.191566,1.12995,1.09842,-0.0309509,-0.0309509,0.419084,0.306531,0.306531,-0.0302777,0.306531,-0.0302777,1.01476
0.0584777,0.0586316,0.719307,1.29594,6.56989e-10,6.56989e-10,0.551016,0.372441,0.372441,3.16536e-09,0.372441,3.16536e-09,1.29594
0.000338703,0.375697,0.308666,1.34471,5.75717e-07,5.75717e-07,0.576087,0.384198,0.384198,-2.31568e-05,0.384198,-2.31568e-05,1.34475
0.3922,0.242763,1.46803,0.41725,0.0161071,0.0161071,0.144898,0.102855,0.102855,0.0144684,0.102855,0.0144684,0.693511
0.334061,0.109829,1.05739,0.695273,0.103817,0.103817,0.267542,0.247172,0.247172,0.111746,0.247172,0.111746,0.921565
0.275922,0.426894,0.646745,0.424711,-0.0610264,-0.0610264,0.125795,0.0947286,0.0947286,-0.058639,0.0947286,-0.058639,0.500976
0.217783,0.29396,0.236105,0.678225,-0.0199949,-0.0199949,0.250391,0.186449,0.186449,-0.0195677,0.186449,-0.0195677,0.811666
0.159644,0.161026,1.39546,1.04707,-9.78094e-10,-9.78095e-10,0.416457,0.297706,0.297706,1.09228e-08,0.297706,1.09228e-08,1.04707
0.101505,0.0280916,0.984824,1.26857,0.0147463,0.0147463,0.53731,0.370807,0.370807,0.0165817,0.370807,0.0165817,1.29119
0.043366,0.345157,0.574183,0.730001,-0.13259,-0.13259,0.267692,0.291558,0.291558,-0.144867,0.291558,-0.144867,0.964122
0.435227,0.212223,0.163543,0.734398,0.0336919,0.0336919,0.123344,0.0951255,0.0951255,0.0430099,0.0951255,0.0430099,0.327852
0.377088,0.0792887,1.3229,0.547803,0.0765641,0.0765641,0.230965,0.230641,0.230641,0.0902229,0.230641,0.0902229,1.02649
0.318949,0.396354,0.912262,0.471291,-0.029824,-0.029824,0.11168,0.0754268,0.0754268,-0.0314481,0.0754268,-0.0314481,0.428388
0.26081,0.26342,0.501621,0.724527,-0.00210551,-0.00210551,0.243107,0.178029,0.178029,-0.00159114,0.178029,-0.00159114,0.725912
0.202671,0.130486,0.0909808,1.09247,0.0076355,0.0076355,0.402292,0.294109,0.294109,0.0077039,0.294109,0.0077039,0.959773
0.144532,0.447552,1.25034,0.829364,-0.0976227,-0.0976227,0.152396,0.161735,0.161735,-0.0944411,0.161735,-0.0944411,0.363601
0.0863932,0.314617,0.8397,0.88959,-0.122598,-0.122598,0.298931,0.278753,0.278753,-0.119948,0.278753,-0.119948,0.850701
0.0282543,0.181683,0.429059,1.07613,-0.0440835,-0.0440835,0.452175,0.348071,0.348071,-0.0467284,0.348071,-0.0467284,1.22904
0.420115,0.0487487,0.018419,1.10054,0.00954704,0.00954704,0.186709,0.197212,0.197212,0.00829084,0.197212,0.00829084,0.419303
0.361976,0.365814,1.17778,0.436373,-0.00062749,-0.00062749,0.101542,0.0636812,0.0636812,-0.000733552,0.0636812,-0.000733552,0.436168
0.303837,0.23288,0.767138,0.709908,0.039449,0.039449,0.232185,0.173015,0.173015,0.0401227,0.173015,0.0401227,0.705016
0.245698,0.0999458,0.356498,1.08556,0.0531745,0.0531745,0.368475,0.288306,0.288306,0.049714,0.288306,0.049714,0.881546
0.187559,0.417011,1.51586,0.807733,-0.0141863,-0.0141863,0.146095,0.11072,0.11072,-0.0172018,0.11072,-0.0172018,0.375557
0.129421,0.284077,1.10522,0.965373,-0.0736063,-0.0736063,0.31286,0.254984,0.254984,-0.0709378,0.254984,-0.0709378,0.786662
0.0712816,0.151143,0.694576,1.16002,-0.0319775,-0.0319775,0.479748,0.343003,0.343003,-0.0323317,0.343003,-0.0323317,1.18463
0.0131426,0.0182086,0.283936,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.405004,0.335274,1.4433,0.346707,0.00781014,0.00781014,0.0896299,0.0555967,0.0555967,0.00619203,0.0555967,0.00619203,0.478985
0.346865,0.20234,1.03265,0.612971,0.0698958,0.0698958,0.216312,0.174268,0.174268,0.0707798,0.174268,0.0707798,0.743355
0.288726,0.0694057,0.622014,0.999677,0.10823,0.10823,0.330976,0.295659,0.295659,0.103239,0.295659,0.103239,0.872352
0.230587,0.386471,0.211374,0.452494,-0.0355223,-0.0355223,0.161098,0.119593,0.119593,-0.032519,0.119593,-0.032519,0.719831
0.172448,0.253537,1.37073,0.948557,-0.0172274,-0.0172274,0.320261,0.238658,0.238658,-0.017226,0.238658,-0.017226,0.805449
0.114309,0.120603,0.960093,1.1785,-0.00150659,-0.00150659,0.484214,0.337797,0.337797,-0.00114913,0.337797,-0.00114913,1.16247
0.0561699,0.437669,0.549452,0.527338,-0.152835,-0.152835,0.197627,0.259371,0.259371,-0.175748,0.259371,-0.175748,0.863394
0.448031,0.304734,0.138812,0.5241,0.0119004,0.0119004,0.0736575,0.0424125,0.0424125,0.0190256,0.0424125,0.0190256,0.254942
0.389892,0.1718,1.29817,0.477366,0.0653411,0.0653411,0.18869,0.162524,0.162524,0.0657564,0.162524,0.0657564,0.833502
0.331753,0.0388657,0.887531,0.84224,0.131682,0.131682,0.297809,0.305047,0.305047,0.137486,0.305047,0.137486,0.944698
0.273614,0.355931,0.476891,0.520088,-0.0347889,-0.0347889,0.161876,0.11727,0.11727,-0.0335058,0.11727,-0.0335058,0.611526
0.215475,0.222997,0.0662501,0.856397,-0.000846835,-0.000846835,0.316307,0.23225,0.23225,-0.000217679,0.23225,-0.000217679,0.866161
0.157336,0.0900628,1.22561,1.09923,0.0197128,0.0197128,0.465057,0.33209,0.33209,0.0201638,0.33209,0.0201638,1.18894
0.0991971,0.407129,0.814969,0.730349,-0.152302,-0.152302,0.227558,0.245257,0.245257,-0.150399,0.245257,-0.150399,0.693772
0.0410582,0.274194,0.404329,0.861951,-0.0768101,-0.0768101,0.353248,0.312529,0.312529,-0.0851878,0.312529,-0.0851878,1.13088
0.432919,0.14126,1.56369,0.352732,0.00472608,0.00472608,0.146978,0.12215,0.12215,0.00326242,0.12215,0.00326242,0.900979
0.37478,0.00832567,1.15305,1.22216,0.00367775,0.00367775,0.529228,0.370939,0.370939,0.0098413,0.370939,0.0098413,1.30506
0.316641,0.325391,0.742407,0.552405,-0.00464375,-0.00464375,0.154771,0.107404,0.107404,-0.00476488,0.107404,-0.00476488,0.553814
0.258502,0.192457,0.331767,0.884424,0.0259651,0.0259651,0.300419,0.22378,0.22378,0.0261561,0.22378,0.0261561,0.78975
0.200363,0.0595228,1.49113,0.988192,0.011457,0.011457,0.430898,0.325699,0.325699,0.0120528,0.325699,0.0120528,1.21948
0.142224,0.376589,1.08049,0.83249,-0.109323,-0.109323,0.220919,0.208519,0.208519,-0.104137,0.208519,-0.104137,0.575123
0.0840855,0.243654,0.669845,0.963549,-0.0809574,-0.0809574,0.373955,0.304155,0.304155,-0.0826205,0.304155,-0.0826205,1.02556
0.0259465,0.11072,0.259205,1.22625,-0.0103915,-0.0103915,0.527186,0.368757,0.368757,-0.0096747,0.368757,-0.0096747,1.30747
0.417808,0.427786,1.41856,0.283466,-0.000199879,-0.000199879,0.0432935,0.0223037,0.0223037,-0.000578366,0.0223037,-0.000578366,0.269598
0.359669,0.294851,1.00792,0.507035,0.0286241,0.0286241,0.146845,0.103576,0.103576,0.0280801,0.103576,0.0280801,0.56103
0.30153,0.161917,0.597284,0.853424,0.0751317,0.0751317,0.280382,0.226287,0.226287,0.0729892,0.226287,0.0729892,0.755562
0.243391,0.0289828,0.186643,1.23003,0.0342965,0.0342965,0.395375,0.326943,0.326943,0.0302747,0.326943,0.0302747,0.915096
0.185252,0.346048,1.346,0.844504,-0.0419969,-0.0419969,0.222436,0.176164,0.176164,-0.0405031,0.176164,-0.0405031,0.570382
0.127113,0.213114,0.935362,1.0346,-0.0456714,-0.0456714,0.390436,0.291346,0.291346,-0.0458539,0.291346,-0.0458539,0.981531
0.0689738,0.0801799,0.524722,1.26574,-0.00304021,-0.00304021,0.535344,0.364679,0.364679,-0.00348763,0.364679,-0.00348763,1.26793
0.0108348,0.397246,0.114081,0.674152,-0.0110109,-0.0110109,0.293651,0.289736,0.289736,-0.0284046,0.289736,-0.0284046,1.20156
0.402696,0.264311,1.27344,0.402768,0.0393377,0.0393377,0.131452,0.0937412,0.0937412,0.0343168,0.0937412,0.0343168,0.619466
0.344557,0.131377,0.8628,0.728994,0.115198,0.115198,0.254687,0.234099,0.234099,0.117877,0.234099,0.117877,0.79526
0.286418,0.448443,0.45216,0.318442,-0.0548769,-0.0548769,0.101531,0.0728535,0.0728535,-0.0451197,0.0728535,-0.0451197,0.51155
0.228279,0.315508,0.0415194,0.61629,-0.00527787,-0.00527787,0.223049,0.163822,0.163822,-0.0046207,0.163822,-0.0046207,0.776114
0.17014,0.182574,1.20088,1.00404,-0.00540357,-0.00540357,0.388929,0.281594,0.281594,-0.00544618,0.281594,-0.00544618,0.984034
0.112001,0.0496398,0.790238,1.24701,0.0194728,0.0194728,0.522329,0.363164,0.363164,0.0194728,0.363164,0.0194728,1.24701
0.0538621,0.366706,0.379598,0.605212,-0.107851,-0.107851,0.24136,0.265869,0.265869,-0.124586,0.265869,-0.124586,1.02468
0.445723,0.233771,1.53896,0.281697,0.00919162,0.00919162,0.0985424,0.062933,0.062933,0.00572333,0.062933,0.00572333,0.688522
0.387584,0.100837,1.12832,0.553962,0.115086,0.115086,0.218649,0.231382,0.231382,0.12843,0.231382,0.12843,0.906877
0.329445,0.417903,0.717677,0.398574,-0.032915,-0.032915,0.096805,0.0631838,0.0631838,-0.0327747,0.0631838,-0.0327747,0.414156
0.271306,0.284968,0.307036,0.668217,-0.00536629,-0.00536629,0.218516,0.156927,0.156927,-0.00527071,0.156927,-0.00527071,0.694311
0.213167,0.152034,1.4664,0.913086,0.00641445,0.00641445,0.373288,0.274137,0.274137,0.00749165,0.274137,0.00749165,1.02658
0.155028,0.0190998,1.05576,1.1522,0.0381582,0.0381582,0.482224,0.358852,0.358852,0.0400164,0.358852,0.0400164,1.24651
0.0968893,0.336166,0.645115,0.752129,-0.122477,-0.122477,0.271854,0.260882,0.260882,-0.12857,0.260882,-0.12857,0.876
0.0387504,0.203231,0.234474,0.998182,-0.0288143,-0.0288143,0.431025,0.334605,0.334605,-0.0336075,0.334605,-0.0336075,1.23107
0.430611,0.0702969,1.39383,0.391372,0.0772448,0.0772448,0.167817,0.197583,0.197583,0.0863028,0.197583,0.0863028,1.02231
0.372472,0.387363,0.983193,0.396871,-0.00515898,-0.00515898,0.0844798,0.0508235,0.0508235,-0.00482949,0.0508235,-0.00482949,0.390702
0.314334,0.254428,0.572553,0.686686,0.0296476,0.0296476,0.207673,0.15144,0.15144,0.0292142,0.15144,0.0292142,0.634275
0.256195,0.121494,0.161912,1.06307,0.0252081,0.0252081,0.351026,0.26814,0.26814,0.0221852,0.26814,0.0221852,0.831408
0.198056,0.43856,1.32127,0.748864,-0.0552708,-0.0552708,0.133306,0.111569,0.111569,-0.0639464,0.111569,-0.0639464,0.343368
0.139917,0.305625,0.910631,0.863984,-0.0922129,-0.0922129,0.288885,0.241831,0.241831,-0.0891869,0.241831,-0.0891869,0.791553
0.0817777,0.172691,0.499991,1.08453,-0.0357145,-0.0357145,0.452213,0.329432,0.329432,-0.0360578,0.329432,-0.0360578,1.166
0.0236387,0.0397569,0.0893505,1.33282,-9.75013e-05,-9.75013e-05,0.570516,0.381808,0.381808,-0.000557211,0.381808,-0.000557211,1.33447
0.4155,0.356823,1.24871,0.329351,0.0135373,0.0135373,0.0771407,0.0453414,0.0453414,0.0108935,0.0453414,0.0108935,0.42054
0.357361,0.223888,0.83807,0.616569,0.0699531,0.0699531,0.196036,0.156408,0.156408,0.07023,0.156408,0.07023,0.641682
0.299222,0.090954,0.427429,1.01956,0.0917315,0.0917315,0.308303,0.27055,0.27055,0.0830197,0.27055,0.0830197,0.758632
0.241083,0.40802,0.0167886,0.377461,-0.0039731,-0.0039731,0.131529,0.0899517,0.0899517,-0.00276221,0.0899517,-0.00276221,0.698722
0.182944,0.275085,1.17615,0.88544,-0.0387991,-0.0387991,0.292907,0.222867,0.222867,-0.0375982,0.222867,-0.0375982,0.762333
0.124805,0.142151,0.765508,1.12281,-0.00696782,-0.00696782,0.459374,0.324545,0.324545,-0.00696783,0.324545,-0.00696783,1.12281
0.066666,0.00921686,0.354867,1.33975,0.00088419,0.00088419,0.569426,0.382246,0.382246,0.000463274,0.382246,0.000463274,1.32806
0.00852701,0.326283,1.51423,1.25899,-0.00825169,-0.00825169,0.396663,0.33076,0.33076,-0.00566162,0.33076,-0.00566162,0.919781
0.400388,0.193348,1.10359,0.487278,0.0851457,0.0851457,0.179541,0.157078,0.157078,0.0849486,0.157078,0.0849486,0.725872
0.342249,0.060414,0.692946,0.894042,0.142081,0.142081,0.27785,0.285993,0.285993,0.137161,0.285993,0.137161,0.795974
0.28411,0.37748,0.282305,0.446641,-0.0262367,-0.0262367,0.137812,0.096787,0.096787,-0.0233456,0.096787,-0.0233456,0.595121
0.225971,0.244545,1.44166,0.832643,-0.00259934,-0.00259934,0.287258,0.210385,0.210385,-0.00312341,0.210385,-0.00312341,0.788525
0.167832,0.111611,1.03102,1.07869,0.0231331,0.0231331,0.445487,0.319256,0.319256,0.0231369,0.319256,0.0231369,1.12733
0.109693,0.428677,0.620384,0.549727,-0.144971,-0.144971,0.203087,0.227598,0.227598,-0.154371,0.227598,-0.154371,0.761755
0.0515543,0.295743,0.209743,0.771136,-0.051218,-0.051218,0.329625,0.288229,0.288229,-0.0581479,0.288229,-0.0581479,1.15013
0.443415,0.162808,1.3691,0.324755,0.0670031,0.0670031,0.134738,0.123895,0.123895,0.059444,0.123895,0.059444,0.824593
0.385276,0.0298739,0.958463,0.69431,0.150982,0.150982,0.242072,0.293244,0.293244,0.166507,0.293244,0.166507,0.911817
0.327137,0.34694,0.547822,0.497121,-0.00859047,-0.00859047,0.133185,0.0895308,0.0895308,-0.00833391,0.0895308,-0.00833391,0.517609
0.268998,0.214005,0.137182,0.838646,0.00789972,0.00789972,0.274624,0.202645,0.202645,0.00837945,0.202645,0.00837945,0.738244
0.210859,0.0810711,1.29654,0.966608,0.0337744,0.0337744,0.41193,0.311999,0.311999,0.0360734,0.311999,0.0360734,1.16201
0.152721,0.398137,0.885901,0.702901,-0.123725,-0.123725,0.209377,0.201958,0.201958,-0.121258,0.201958,-0.121258,0.603579
0.0945816,0.265202,0.47526,0.87296,-0.0709286,-0.0709286,0.354081,0.288268,0.288268,-0.0752151,0.288268,-0.0752151,1.05213
0.0364426,0.132268,0.0646197,1.17879,-0.00437214,-0.00437214,0.507007,0.358741,0.358741,-0.00455459,0.358741,-0.00455459,1.29277
0.428304,0.449334,1.22398,0.247666,-0.00299297,-0.00299297,0.0303183,0.0146835,0.0146835,-0.00234023,0.0146835,-0.00234023,0.210971
0.370165,0.3164,0.813339,0.488242,0.0232935,0.0232935,0.126595,0.0860645,0.0860645,0.0237885,0.0860645,0.0237885,0.489934
0.312026,0.183465,0.402698,0.850305,0.0545331,0.0545331,0.256547,0.201737,0.201737,0.0534393,0.201737,0.0534393,0.674259
0.253887,0.050531,1.56206,0.861553,0.00101741,0.00101741,0.377757,0.305738,0.305738,0.00190772,0.305738,0.00190772,1.20502
0.195748,0.367597,1.15142,0.766,-0.0695602,-0.0695602,0.20029,0.165046,0.165046,-0.0696497,0.165046,-0.0696497,0.542681
0.137609,0.234662,0.740777,0.940988,-0.0562992,-0.0562992,0.359471,0.274136,0.274136,-0.056312,0.274136,-0.056312,0.960802
0.0794699,0.101728,0.330136,1.22988,-0.00392325,-0.00392325,0.520548,0.357226,0.357226,-0.00458565,0.357226,-0.00458565,1.2509
0.0213309,0.418794,1.4895,1.14596,-0.0451725,-0.0451725,0.209791,0.231065,0.231065,-0.0338421,0.231065,-0.0338421,0.488866
0.413192,0.28586,1.07886,0.398944,0.0477236,0.0477236,0.12038,0.0860883,0.0860883,0.0423603,0.0860883,0.0423603,0.53962
0.355053,0.152925,0.668215,0.772533,0.107124,0.107124,0.239095,0.213602,0.213602,0.105312,0.213602,0.105312,0.677761
0.296914,0.019991,0.257575,1.17738,0.0713666,0.0713666,0.329553,0.307344,0.307344,0.0582985,0.307344,0.0582985,0.784211
0.238775,0.337057,1.41693,0.740811,-0.0152957,-0.0152957,0.198829,0.144036,0.144036,-0.0154181,0.144036,-0.0154181,0.563811
0.180636,0.204122,1.00629,0.953545,-0.0118314,-0.0118314,0.359933,0.262731,0.262731,-0.0113819,0.262731,-0.0113819,0.930553
0.122497,0.0711881,0.595653,1.22754,0.0179307,0.0179307,0.507286,0.353554,0.353554,0.0173367,0.353554,0.0173367,1.20516
0.0643582,0.388254,0.185013,0.519505,-0.0614781,-0.0614781,0.223519,0.228225,0.228225,-0.0749237,0.228225,-0.0749237,1.06626
0.00621922,0.25532,1.34437,1.32476,-0.000985111,-0.000985111,0.546557,0.374293,0.374293,0.00261496,0.374293,0.00261496,1.27307
0.39808,0.122385,0.933732,0.612998,0.131403,0.131403,0.220137,0.224742,0.224742,0.136528,0.224742,0.136528,0.776941
0.339941,0.439451,0.523091,0.307319,-0.032465,-0.032465,0.0779895,0.0480781,0.0480781,-0.0265812,0.0480781,-0.0265812,0.408775
0.281802,0.306517,0.112451,0.607507,-0.00119408,-0.00119408,0.193353,0.13847,0.13847,-0.00127256,0.13847,-0.00127256,0.654545
0.223663,0.173582,1.27181,0.882484,0.0171673,0.0171673,0.348775,0.256517,0.256517,0.0166646,0.256517,0.0166646,0.968713
0.165524,0.0406481,0.86117,1.16644,0.0452087,0.0452087,0.476082,0.352094,0.352094,0.0459055,0.352094,0.0459055,1.19341
0.107385,0.357714,0.450529,0.628358,-0.104215,-0.104215,0.247709,0.238402,0.238402,-0.114597,0.238402,-0.114597,0.923399
0.0492465,0.22478,0.039889,0.938107,-0.00621025,-0.00621025,0.4088,0.318898,0.318898,-0.00740235,0.318898,-0.00740235,1.22312
0.441108,0.0918452,1.19925,0.42348,0.115725,0.115725,0.175076,0.213515,0.213515,0.133885,0.213515,0.133885,0.908529
0.382969,0.408911,0.788608,0.351197,-0.0079501,-0.0079501,0.0688859,0.0393032,0.0393032,-0.00795015,0.0393032,-0.00795015,0.351197
0.32483,0.275977,0.377968,0.648148,0.0162894,0.0162894,0.185195,0.131908,0.131908,0.0164826,0.131908,0.0164826,0.583789
0.266691,0.143042,1.53733,0.782891,0.00651354,0.00651354,0.327648,0.249835,0.249835,0.00651563,0.249835,0.00651563,1.01653
0.208552,0.0101081,1.12669,1.2108,0.0165858,0.0165858,0.518742,0.368784,0.368784,0.0210751,0.368784,0.0210751,1.291
0.150413,0.327174,0.716046,0.74926,-0.0977743,-0.0977743,0.262703,0.226238,0.226238,-0.0989878,0.226238,-0.0989878,0.79679
0.0922738,0.194239,0.305406,1.01615,-0.02733,-0.02733,0.431743,0.31814,0.31814,-0.029308,0.31814,-0.029308,1.15434
0.0341348,0.0613052,1.46477,1.32223,3.78675e-10,3.78674e-10,0.557265,0.376152,0.376152,1.24713e-09,0.376152,1.24713e-09,1.29967
0.425996,0.378371,1.05412,0.305489,0.0137604,0.0137604,0.0624278,0.0355872,0.0355872,0.0124142,0.0355872,0.0124142,0.352381
0.367857,0.245437,0.643484,0.618433,0.0593905,0.0593905,0.174872,0.134777,0.134777,0.060477,0.134777,0.060477,0.555137
0.309718,0.112502,0.232844,1.02986,0.0546715,0.0546715,0.295201,0.243697,0.243697,0.0493439,0.243697,0.0493439,0.703056
0.251579,0.429568,1.3922,0.646503,-0.0253493,-0.0253493,0.111805,0.0765458,0.0765458,-0.0330963,0.0765458,-0.0330963,0.328565
0.19344,0.296634,0.981563,0.809937,-0.0562461,-0.0562461,0.266292,0.206583,0.206583,-0.0548544,0.206583,-0.0548544,0.73668
0.135301,0.163699,0.570922,1.06873,-0.0127125,-0.0127125,0.435149,0.310421,0.310421,-0.012544,0.310421,-0.012544,1.09277
0.0771621,0.0307651,0.160282,1.32002,0.0028336,0.0028336,0.551338,0.374895,0.374895,0.002761,0.374895,0.002761,1.28225
0.0190231,0.347831,1.31964,1.12649,-0.0970659,-0.0970659,0.252336,0.277887,0.277887,-0.076305,0.277887,-0.076305,0.613635
0.410884,0.214897,0.909001,0.522744,0.0904597,0.0904597,0.171976,0.148863,0.148863,0.0897302,0.148863,0.0897302,0.617117
0.352745,0.0819623,0.498361,0.943802,0.129757,0.129757,0.258483,0.259896,0.259896,0.116107,0.259896,0.116107,0.67181
0.294606,0.399028,0.0877201,0.38868,-0.00977756,-0.00977756,0.116443,0.0759004,0.0759004,-0.00853891,0.0759004,-0.00853891,0.574634
0.236467,0.266094,1.24708,0.786011,-0.0118761,-0.0118761,0.261248,0.191937,0.191937,-0.0116112,0.191937,-0.0116112,0.73612
0.178328,0.133159,0.836439,1.05244,0.0243116,0.0243116,0.418572,0.301849,0.301849,0.0248544,0.301849,0.0248544,1.05467
0.120189,0.000225104,0.425799,1.34473,2.12659e-06,2.12659e-06,0.576088,0.384205,0.384205,1.42005e-07,0.384205,1.42005e-07,1.34472
0.0620504,0.317291,0.0151583,0.691598,-0.00154797,-0.00154797,0.305979,0.265808,0.265808,-0.00388847,0.265808,-0.00388847,1.14411
0.00391142,0.184357,1.17452,1.34065,-0.000355529,-0.000355529,0.573492,0.382946,0.382946,2.72441e-05,0.382946,2.72441e-05,1.33991
0.395772,0.0514222,0.763877,0.773577,0.169,0.169,0.23836,0.281351,0.281351,0.165271,0.281351,0.165271,0.756517
0.337633,0.368488,0.353237,0.443849,-0.00875121,-0.00875121,0.113685,0.0738832,0.0738832,-0.00824378,0.0738832,-0.00824378,0.48438
0.279495,0.235554,1.5126,0.695997,0.00111329,0.00111329,0.248457,0.182048,0.182048,0.000956019,0.182048,0.000956019,0.781363
0.221356,0.102619,1.10196,0.956382,0.0522427,0.0522427,0.391899,0.299589,0.299589,0.0539544,0.299589,0.0539544,1.08046
0.163217,0.419685,0.691315,0.563168,-0.12232,-0.12232,0.194223,0.188739,0.188739,-0.124086,0.188739,-0.124086,0.660108
0.105078,0.286751,0.280675,0.760608,-0.0533259,-0.0533259,0.319565,0.262355,0.262355,-0.0590456,0.262355,-0.0590456,1.05026
0.0469387,0.153816,1.44003,1.2655,-0.0120032,-0.0120032,0.481119,0.348872,0.348872,-0.0106357,0.348872,-0.0106357,1.11133
0.4388,0.0208822,1.02939,0.577369,0.152183,0.152183,0.207643,0.284887,0.284887,0.180851,0.284887,0.180851,0.917347
0.380661,0.337948,0.618754,0.456125,0.0165241,0.0165241,0.107178,0.0691434,0.0691434,0.0164305,0.0691434,0.0164305,0.437152
0.322522,0.205014,0.208113,0.819038,0.0278102,0.0278102,0.23262,0.174472,0.174472,0.0272019,0.174472,0.0272019,0.621041
0.264383,0.0720793,1.36747,0.820178,0.039922,0.039922,0.35424,0.290096,0.290096,0.0450467,0.290096,0.0450467,1.13994
0.206244,0.389145,0.956832,0.667889,-0.0865785,-0.0865785,0.185915,0.158414,0.158414,-0.0869674,0.158414,-0.0869674,0.542821
0.148105,0.256211,0.546192,0.85679,-0.0539535,-0.0539535,0.333792,0.257219,0.257219,-0.0560094,0.257219,-0.0560094,0.948773
0.089966,0.123276,0.135551,1.16949,-0.00397155,-0.00397155,0.495918,0.345337,0.345337,-0.0037816,0.345337,-0.0037816,1.21738
0.031827,0.440342,1.29491,1.03751,-0.131701,-0.131701,0.162039,0.239429,0.239429,-0.102375,0.239429,-0.102375,0.40179
0.423688,0.307408,0.88427,0.407065,0.0457801,0.0457801,0.108067,0.0750609,0.0750609,0.0440531,0.0750609,0.0440531,0.446462
0.365549,0.174474,0.47363,0.791139,0.0860658,0.0860658,0.21675,0.185131,0.185131,0.0819655,0.185131,0.0819655,0.584468
0.30741,0.0415393,0.0629894,1.17633,0.02239,0.02239,0.309577,0.281034,0.281034,0.0199931,0.281034,0.0199931,0.702841
0.249271,0.358605,1.22235,0.676315,-0.0356542,-0.0356542,0.175727,0.129735,0.129735,-0.0371595,0.129735,-0.0371595,0.52304
0.191132,0.225671,0.811708,0.896,-0.0208383,-0.0208383,0.332833,0.243988,0.243988,-0.0208383,0.243988,-0.0208383,0.896
0.132993,0.0927364,0.401068,1.2056,0.0135129,0.0135129,0.488646,0.342117,0.342117,0.0133376,0.342117,0.0133376,1.15997
0.0748543,0.409802,1.56043,1.05721,-0.00341223,-0.00341223,0.19879,0.190684,0.190684,-0.00183352,0.190684,-0.00183352,0.44767
0.0167153,0.276868,1.14979,1.15644,-0.0861205,-0.0861205,0.366869,0.326835,0.326835,-0.0747636,0.326835,-0.0747636,0.906887
0.408576,0.143934,0.739147,0.677391,0.132126,0.132126,0.211216,0.208728,0.208728,0.129874,0.208728,0.129874,0.636283
0.350437,0.0109992,0.328506,1.19098,0.0686682,0.0686682,0.365555,0.325191,0.325191,0.0527254,0.325191,0.0527254,0.869365
0.292298,0.328065,1.48787,0.613489,-0.00343405,-0.00343405,0.167974,0.118153,0.118153,-0.00272153,0.118153,-0.00272153,0.548631
0.234159,0.195131,1.07723,0.862989,0.0180506,0.0180506,0.325541,0.239799,0.239799,0.0191011,0.239799,0.0191011,0.897209
0.176021,0.0621964,0.666585,1.15854,0.048892,0.048892,0.458332,0.33962,0.33962,0.0473928,0.33962,0.0473928,1.12633
0.117882,0.379262,0.255944,0.515023,-0.0749753,-0.0749753,0.214976,0.203089,0.203089,-0.0809921,0.203089,-0.0809921,0.951298
0.0597426,0.246328,1.4153,1.18701,-0.0320403,-0.0320403,0.378068,0.306662,0.306662,-0.0308245,0.306662,-0.0308245,0.869408
0.00160363,0.113393,1.00466,1.34331,-6.39653e-05,-6.39653e-05,0.575263,0.38382,0.38382,-1.55948e-05,0.38382,-1.55948e-05,1.34324
0.393465,0.430459,0.594023,0.287536,-0.00988876,-0.00988876,0.0532272,0.0292324,0.0292324,-0.00907727,0.0292324,-0.00907727,0.317274
0.335326,0.297525,0.183382,0.598753,0.00628118,0.00628118,0.160289,0.110454,0.110454,0.00670163,0.110454,0.00670163,0.535047
0.277187,0.164591,1.34274,0.758502,0.0273648,0.0273648,0.303161,0.22967,0.22967,0.0293791,0.22967,0.0293791,0.944111
0.219048,0.0316563,0.932101,1.06264,0.0697611,0.0697611,0.423236,0.340363,0.340363,0.0718858,0.340363,0.0718858,1.14478
0.160909,0.348722,0.521461,0.636102,-0.0880812,-0.0880812,0.237603,0.204864,0.204864,-0.0912335,0.204864,-0.0912335,0.824671
