rx, ry, theta,c11, c12, c13, c14, c22, c23, c24, c33, c34, c44
0.276965,0.310161,0.120603,0.59832,-0.00364577,-0.00364577,0.19256,0.13853,0.13853,-0.00359477,0.13853,-0.00359477,0.660019
0.218826,0.177227,1.27996,0.892554,0.012711,0.012711,0.35197,0.259379,0.259379,0.0126577,0.259379,0.0126577,0.960293
0.160687,0.0442927,0.869322,1.16518,0.0437584,0.0437584,0.475701,0.34978,0.34978,0.0448366,0.34978,0.0448366,1.19253
0.102548,0.361358,0.458681,0.621438,-0.109873,-0.109873,0.242728,0.239425,0.239425,-0.120504,0.239425,-0.120504,0.921592
0.0444088,0.228424,0.0480407,0.915499,-0.00707601,-0.00707601,0.401939,0.321032,0.321032,-0.00934742,0.321032,-0.00934742,1.22528
0.43627,0.0954898,1.2074,0.423542,0.11534,0.11534,0.173643,0.210522,0.210522,0.128856,0.210522,0.128856,0.914604
0.378131,0.412556,0.79676,0.353156,-0.0109659,-0.0109659,0.0699046,0.0400562,0.0400562,-0.0114154,0.0400562,-0.0114154,0.351572
0.319992,0.279621,0.386119,0.643302,0.0149734,0.0149734,0.184814,0.131578,0.131578,0.0147983,0.131578,0.0147983,0.586376
0.261853,0.146687,1.54548,0.791338,0.00507053,0.00507053,0.329698,0.250048,0.250048,0.00372316,0.250048,0.00372316,1.01316
0.203714,0.0137527,1.13484,1.06942,0.0456401,0.0456401,0.446924,0.350797,0.350797,0.051164,0.350797,0.051164,1.22978
0.145575,0.330818,0.724198,0.752775,-0.100528,-0.100528,0.26336,0.228921,0.228921,-0.102012,0.228921,-0.102012,0.79404
0.0874361,0.197884,0.313557,1.00736,-0.0326478,-0.0326478,0.426255,0.31647,0.31647,-0.03513,0.31647,-0.03513,1.15498
0.0292972,0.0649498,1.47292,1.32363,-0.000810224,-0.000810224,0.557695,0.376647,0.376647,-0.000255581,0.376647,-0.000255581,1.2998
0.421158,0.382015,1.06228,0.317621,0.010264,0.010264,0.0638691,0.0358746,0.0358746,0.00978216,0.0358746,0.00978216,0.352295
0.363019,0.249081,0.651636,0.620123,0.0554004,0.0554004,0.176709,0.135709,0.135709,0.0564436,0.135709,0.0564436,0.560398
0.30488,0.116147,0.240996,1.01876,0.0561238,0.0561238,0.296214,0.244719,0.244719,0.0515054,0.244719,0.0515054,0.70588
0.246741,0.433213,1.40036,0.661037,-0.0249709,-0.0249709,0.113063,0.0767045,0.0767045,-0.0326715,0.0767045,-0.0326715,0.328317
0.188602,0.300278,0.989715,0.812017,-0.0606665,-0.0606665,0.26571,0.207655,0.207655,-0.058388,0.207655,-0.058388,0.734126
0.130463,0.167344,0.579074,1.06717,-0.0175553,-0.0175553,0.4353,0.311955,0.311955,-0.0178902,0.311955,-0.0178902,1.09358
0.0723244,0.0344097,0.168434,1.31866,0.00203741,0.00203741,0.550969,0.374407,0.374407,0.00253567,0.374407,0.00253567,1.28214
0.0141855,0.351475,1.32779,1.1641,-0.0785096,-0.0785096,0.293394,0.294948,0.294948,-0.0608045,0.294948,-0.0608045,0.700558
0.406047,0.218541,0.917153,0.523005,0.0860735,0.0860735,0.170851,0.1447,0.1447,0.0854231,0.1447,0.0854231,0.616624
0.347908,0.0856069,0.506512,0.938857,0.128442,0.128442,0.258626,0.258527,0.258527,0.115885,0.258527,0.115885,0.671711
0.289769,0.402673,0.0958719,0.369505,-0.011779,-0.011779,0.112715,0.0745525,0.0745525,-0.00920208,0.0745525,-0.00920208,0.582735
0.23163,0.269738,1.25523,0.792267,-0.0134998,-0.0134998,0.262446,0.193168,0.193168,-0.0128435,0.193168,-0.0128435,0.734422
0.173491,0.136804,0.844591,1.05923,0.0181548,0.0181548,0.423959,0.304434,0.304434,0.0186448,0.304434,0.0186448,1.06148
0.115352,0.00386971,0.43395,1.34042,0.000596661,0.000596661,0.572114,0.38275,0.38275,7.1294e-05,0.38275,7.1294e-05,1.33561
0.0572127,0.320935,0.02331,0.660607,-0.00711212,-0.00711212,0.293398,0.262678,0.262678,-0.00843692,0.262678,-0.00843692,1.14417
0.449074,0.188001,1.18267,0.356285,0.0910803,0.0910803,0.142707,0.136499,0.136499,0.0865945,0.136499,0.0865945,0.722167
0.390935,0.0550668,0.772029,0.771416,0.167442,0.167442,0.238271,0.279252,0.279252,0.16486,0.279252,0.16486,0.756341
0.332796,0.372133,0.361389,0.437346,-0.0116637,-0.0116637,0.113443,0.0744489,0.0744489,-0.0108039,0.0744489,-0.0108039,0.489549
0.274657,0.239198,1.52075,0.707667,0.00185241,0.00185241,0.25106,0.183768,0.183768,0.00258078,0.183768,0.00258078,0.779098
0.216518,0.106264,1.11011,0.964116,0.0456724,0.0456724,0.397273,0.300425,0.300425,0.0480307,0.300425,0.0480307,1.08209
0.158379,0.42333,0.699467,0.564111,-0.126524,-0.126524,0.194396,0.193151,0.193151,-0.127821,0.193151,-0.127821,0.660297
0.10024,0.290395,0.288827,0.757137,-0.0571838,-0.0571838,0.318475,0.264543,0.264543,-0.0624269,0.264543,-0.0624269,1.05425
0.0421011,0.157461,1.44819,1.26835,-0.0108995,-0.0108995,0.482037,0.350094,0.350094,-0.00984316,0.350094,-0.00984316,1.11188
0.433962,0.0245268,1.03755,0.585189,0.144966,0.144966,0.215977,0.284918,0.284918,0.17226,0.284918,0.17226,0.933639
0.375823,0.341593,0.626905,0.456278,0.0136635,0.0136635,0.107872,0.069881,0.069881,0.0137586,0.069881,0.0137586,0.43972
0.317684,0.208658,0.216265,0.811494,0.0268474,0.0268474,0.232456,0.175015,0.175015,0.0274104,0.175015,0.0274104,0.622171
0.259545,0.0757239,1.37562,0.848193,0.0326381,0.0326381,0.366807,0.293067,0.293067,0.0392181,0.293067,0.0392181,1.1429
0.201406,0.39279,0.964984,0.671869,-0.0908786,-0.0908786,0.185191,0.160864,0.160864,-0.0915821,0.160864,-0.0915821,0.538261
0.143267,0.259855,0.554343,0.850561,-0.0606221,-0.0606221,0.330365,0.25781,0.25781,-0.062554,0.25781,-0.062554,0.947829
0.0851283,0.126921,0.143703,1.16554,-0.00542976,-0.00542976,0.495111,0.345168,0.345168,-0.00457197,0.345168,-0.00457197,1.22279
0.0269894,0.443987,1.30306,1.04598,-0.131805,-0.131805,0.15995,0.239875,0.239875,-0.10241,0.239875,-0.10241,0.402799
0.41885,0.311052,0.892422,0.409846,0.0414641,0.0414641,0.107761,0.0733606,0.0733606,0.0404895,0.0733606,0.0404895,0.448976
0.360711,0.178118,0.481782,0.787081,0.0836118,0.0836118,0.217311,0.184564,0.184564,0.0818424,0.184564,0.0818424,0.587335
0.302572,0.0451839,0.0711411,1.17892,0.0189676,0.0189676,0.322909,0.283569,0.283569,0.0144879,0.283569,0.0144879,0.734559
0.244434,0.36225,1.2305,0.684883,-0.0388793,-0.0388793,0.174917,0.129512,0.129512,-0.0401781,0.129512,-0.0401781,0.516474
0.186295,0.229315,0.81986,0.902478,-0.0255316,-0.0255316,0.337069,0.248396,0.248396,-0.0255316,0.248396,-0.0255316,0.902478
0.128156,0.096381,0.40922,1.1954,0.0103493,0.0103493,0.487097,0.340289,0.340289,0.00935416,0.340289,0.00935416,1.16078
0.0700166,0.413447,1.56858,1.0731,-0.000380304,-0.000380304,0.197706,0.190749,0.190749,-1.15086e-05,0.190749,-1.15086e-05,0.44721
0.0118777,0.280512,1.15794,1.18019,-0.075689,-0.075689,0.380943,0.333063,0.333063,-0.0632877,0.333063,-0.0632877,0.922936
0.403739,0.147578,0.747298,0.670283,0.129378,0.129378,0.209666,0.205894,0.205894,0.128154,0.205894,0.128154,0.634958
0.3456,0.0146438,0.336658,1.15244,0.0874777,0.0874777,0.320853,0.310648,0.310648,0.0683603,0.310648,0.0683603,0.772373
0.287461,0.33171,1.49602,0.631036,-0.00389561,-0.00389561,0.170527,0.118852,0.118852,-0.00411874,0.118852,-0.00411874,0.545938
0.229322,0.198775,1.08538,0.860185,0.0142933,0.0142933,0.323386,0.237052,0.237052,0.0144142,0.237052,0.0144142,0.894563
0.171183,0.065841,0.674736,1.16113,0.0452863,0.0452863,0.459718,0.338194,0.338194,0.0451182,0.338194,0.0451182,1.12608
0.113044,0.382907,0.264096,0.509141,-0.0779394,-0.0779394,0.212989,0.205976,0.205976,-0.083521,0.205976,-0.083521,0.961542
0.0549049,0.249972,1.42346,1.19089,-0.0301144,-0.0301144,0.375933,0.306998,0.306998,-0.0258751,0.306998,-0.0258751,0.860759
0.446766,0.117038,1.01282,0.47657,0.138973,0.138973,0.186148,0.214366,0.214366,0.148399,0.214366,0.148399,0.774158
0.388627,0.434104,0.602175,0.285544,-0.0126615,-0.0126615,0.0538057,0.029466,0.029466,-0.0112444,0.029466,-0.0112444,0.318123
0.330488,0.30117,0.191534,0.596604,0.00614651,0.00614651,0.161305,0.111319,0.111319,0.00509121,0.111319,0.00509121,0.54076
0.272349,0.168235,1.35089,0.762056,0.0251787,0.0251787,0.303858,0.229404,0.229404,0.0272572,0.229404,0.0272572,0.941525
0.21421,0.0353009,0.940253,1.05696,0.0685369,0.0685369,0.422805,0.338813,0.338813,0.0715644,0.338813,0.0715644,1.14454
0.156071,0.352367,0.529613,0.637165,-0.0946009,-0.0946009,0.236684,0.208826,0.208826,-0.0979971,0.208826,-0.0979971,0.82433
0.0979322,0.219432,0.118972,0.929355,-0.0148619,-0.0148619,0.399085,0.299359,0.299359,-0.0157883,0.299359,-0.0157883,1.14378
0.0397933,0.0864981,1.27833,1.30499,-0.00567846,-0.00567846,0.546565,0.371844,0.371844,-0.00566485,0.371844,-0.00566485,1.27582
0.431654,0.403564,0.867691,0.282697,0.00760987,0.00760987,0.0479638,0.0258229,0.0258229,0.00717598,0.0258229,0.00717598,0.292905
0.373515,0.270629,0.457051,0.604065,0.0373632,0.0373632,0.152075,0.110992,0.110992,0.0392954,0.110992,0.0392954,0.486099
0.315376,0.137695,0.0464104,0.989564,0.0098994,0.0098994,0.277355,0.219662,0.219662,0.0079364,0.219662,0.0079364,0.657626
0.257237,0.0047609,1.20577,1.31952,-0.000400414,-0.000400414,0.565096,0.37989,0.37989,0.00125111,0.37989,0.00125111,1.33322
0.199098,0.321827,0.795129,0.726173,-0.0690299,-0.0690299,0.240423,0.190785,0.190785,-0.0691971,0.190785,-0.0691971,0.720593
0.140959,0.188892,0.384489,0.992741,-0.0188599,-0.0188599,0.405229,0.294285,0.294285,-0.0185835,0.294285,-0.0185835,1.06109
0.0828205,0.055958,1.54385,1.26572,1.09566e-09,1.09566e-09,0.540195,0.367369,0.367369,5.78831e-09,0.367369,5.78831e-09,1.28952
0.0246816,0.373024,1.13321,1.02978,-0.141315,-0.141315,0.24819,0.288417,0.288417,-0.117675,0.288417,-0.117675,0.649119
0.416543,0.240089,0.722568,0.54483,0.0792384,0.0792384,0.154705,0.127923,0.127923,0.079255,0.127923,0.079255,0.507925
0.358404,0.107155,0.311927,0.969219,0.091925,0.091925,0.239848,0.224754,0.224754,0.0820464,0.224754,0.0820464,0.582334
0.300265,0.424221,1.47129,0.551211,-0.0085401,-0.0085401,0.0924503,0.0561934,0.0561934,-0.0114243,0.0561934,-0.0114243,0.316038
0.242126,0.291287,1.06065,0.736548,-0.0237755,-0.0237755,0.233544,0.171194,0.171194,-0.0244588,0.171194,-0.0244588,0.684454
0.183987,0.158352,0.650006,1.01285,0.0133286,0.0133286,0.397076,0.286844,0.286844,0.0134463,0.286844,0.0134463,1.00827
0.125848,0.025418,0.239365,1.30125,0.0117171,0.0117171,0.514154,0.365867,0.365867,0.0119926,0.365867,0.0119926,1.19402
0.0677088,0.342484,1.39872,1.09298,-0.0594699,-0.0594699,0.267273,0.250316,0.250316,-0.0500588,0.250316,-0.0500588,0.613815
0.00956988,0.209549,0.988084,1.31614,-0.00847285,-0.00847285,0.554506,0.377863,0.377863,-0.00701496,0.377863,-0.00701496,1.29069
0.401431,0.0766151,0.577444,0.855694,0.158887,0.158887,0.222014,0.254541,0.254541,0.144112,0.254541,0.144112,0.604481
0.343292,0.393681,0.166803,0.37329,-0.00728656,-0.00728656,0.0933362,0.057711,0.057711,-0.0062776,0.057711,-0.0062776,0.46454
0.285153,0.260747,1.32616,0.673273,0.00661027,0.00661027,0.224401,0.162575,0.162575,0.00689869,0.162575,0.00689869,0.710606
0.227014,0.127812,0.915522,0.954331,0.0529719,0.0529719,0.374408,0.284118,0.284118,0.0539727,0.284118,0.0539727,1.00213
0.168875,0.444878,0.504882,0.435723,-0.109481,-0.109481,0.168625,0.167685,0.167685,-0.112604,0.167685,-0.112604,0.714112
0.110736,0.311944,0.0942415,0.676812,-0.0206355,-0.0206355,0.292464,0.239502,0.239502,-0.0231249,0.239502,-0.0231249,1.051
0.0525972,0.179009,1.2536,1.22194,-0.034282,-0.034282,0.456482,0.339036,0.339036,-0.0308929,0.339036,-0.0308929,1.06785
0.444458,0.0460751,0.842961,0.660102,0.178676,0.178676,0.215819,0.276508,0.276508,0.186009,0.276508,0.186009,0.742366
0.386319,0.363141,0.43232,0.41981,0.00617066,0.00617066,0.0899516,0.0547965,0.0547965,0.00676918,0.0547965,0.00676918,0.395777
0.32818,0.230206,0.0216796,0.764307,0.00172549,0.00172549,0.210167,0.154806,0.154806,0.00165372,0.154806,0.00165372,0.580913
0.270041,0.0972722,1.18104,0.836705,0.063301,0.063301,0.344864,0.280167,0.280167,0.070356,0.280167,0.070356,1.05474
0.211902,0.414338,0.770399,0.557317,-0.0941326,-0.0941326,0.17175,0.150011,0.150011,-0.0949054,0.150011,-0.0949054,0.56589
0.153763,0.281404,0.359758,0.76553,-0.0461191,-0.0461191,0.305136,0.237046,0.237046,-0.0498282,0.237046,-0.0498282,0.947089
0.0956244,0.148469,1.51912,1.19418,-0.00247528,-0.00247528,0.473478,0.333078,0.333078,-0.0023099,0.333078,-0.0023099,1.12005
0.0374855,0.015535,1.10848,1.33521,0.00113899,0.00113899,0.572191,0.382789,0.382789,0.000944251,0.382789,0.000944251,1.34049
0.429347,0.332601,0.697837,0.401806,0.0325575,0.0325575,0.0898555,0.0576164,0.0576164,0.0344657,0.0576164,0.0344657,0.36783
0.371208,0.199666,0.287196,0.782693,0.0518307,0.0518307,0.191351,0.152234,0.152234,0.053579,0.152234,0.053579,0.509142
0.313069,0.0667322,1.44656,0.68999,0.0299245,0.0299245,0.303134,0.26598,0.26598,0.0376702,0.26598,0.0376702,1.12675
0.25493,0.383798,1.03592,0.609179,-0.0548769,-0.0548769,0.156703,0.120534,0.120534,-0.0574511,0.120534,-0.0574511,0.488725
0.196791,0.250864,0.625275,0.827725,-0.031626,-0.031626,0.305986,0.228749,0.228749,-0.0321807,0.228749,-0.0321807,0.85953
0.138652,0.117929,0.214635,1.15006,0.00400413,0.00400413,0.463925,0.326949,0.326949,0.00368746,0.326949,0.00368746,1.11584
0.0805127,0.434995,1.37399,1.00277,-0.0862508,-0.0862508,0.167458,0.192479,0.192479,-0.0779165,0.192479,-0.0779165,0.390516
0.0223738,0.302061,0.963354,1.02365,-0.127475,-0.127475,0.314928,0.317227,0.317227,-0.11777,0.317227,-0.11777,0.855489
0.414235,0.169126,0.552713,0.721687,0.110827,0.110827,0.187956,0.178058,0.178058,0.107897,0.178058,0.107897,0.511591
0.356096,0.0361921,0.142073,1.14323,0.0568486,0.0568486,0.262203,0.260657,0.260657,0.044738,0.260657,0.044738,0.607286
0.297957,0.353258,1.30143,0.587539,-0.0116409,-0.0116409,0.148716,0.101722,0.101722,-0.0127992,0.101722,-0.0127992,0.498655
0.239818,0.220324,0.890792,0.822295,0.0116199,0.0116199,0.296515,0.218973,0.218973,0.0115921,0.218973,0.0115921,0.825893
0.181679,0.0873893,0.480151,1.15801,0.0366468,0.0366468,0.443462,0.325482,0.325482,0.0362047,0.325482,0.0362047,1.05892
0.12354,0.404455,0.0695108,0.431522,-0.0253758,-0.0253758,0.18491,0.162439,0.162439,-0.0252871,0.162439,-0.0252871,0.957039
0.065401,0.271521,1.22887,1.11493,-0.074459,-0.074459,0.350346,0.296194,0.296194,-0.0667669,0.296194,-0.0667669,0.842869
0.00726209,0.138586,0.81823,1.33876,-0.00118487,-0.00118487,0.573049,0.38303,0.38303,-0.00118487,0.38303,-0.00118487,1.33876
0.399123,0.00565209,0.407589,1.32744,0.00228541,0.00228541,0.560172,0.378153,0.378153,-0.000161093,0.378153,-0.000161093,1.30786
0.340984,0.322718,1.56695,0.501528,-1.48276e-09,-1.48276e-09,0.137924,0.0939167,0.0939167,-1.88096e-08,0.0939167,-1.88096e-08,0.534938
0.282845,0.189784,1.15631,0.746494,0.0388971,0.0388971,0.281496,0.212953,0.212953,0.0403693,0.212953,0.0403693,0.864667
0.224706,0.0568492,0.745668,1.06621,0.0803811,0.0803811,0.399013,0.323238,0.323238,0.0798458,0.323238,0.0798458,1.03823
0.166567,0.373915,0.335028,0.523814,-0.0728588,-0.0728588,0.204833,0.176646,0.176646,-0.07511,0.176646,-0.07511,0.83688
0.108428,0.240981,1.49439,1.10678,-0.0111471,-0.0111471,0.375162,0.283502,0.283502,-0.00945448,0.283502,-0.00945448,0.877023
0.0502894,0.108046,1.08375,1.2748,-0.0143598,-0.0143598,0.524702,0.362556,0.362556,-0.0138273,0.362556,-0.0138273,1.23544
0.44215,0.425112,0.673106,0.246535,0.00376781,0.00376781,0.0346921,0.0172727,0.0172727,0.00420935,0.0172727,0.00420935,0.240076
0.384011,0.292178,0.262466,0.579563,0.0196254,0.0196254,0.130126,0.0887736,0.0887736,0.0214548,0.0887736,0.0214548,0.431011
0.325872,0.159243,1.42183,0.621118,0.0320894,0.0320894,0.253871,0.202095,0.202095,0.0323433,0.202095,0.0323433,0.926211
0.267734,0.0263092,1.01118,0.941648,0.0918965,0.0918965,0.364793,0.327196,0.327196,0.0992123,0.327196,0.0992123,1.10024
0.209595,0.343375,0.600544,0.624759,-0.0685844,-0.0685844,0.215395,0.17263,0.17263,-0.068746,0.17263,-0.068746,0.718616
0.151456,0.210441,0.189904,0.932532,-0.0134981,-0.0134981,0.378769,0.276908,0.276908,-0.0136044,0.276908,-0.0136044,1.02888
0.0933166,0.0775063,1.34926,1.23683,0.00332692,0.00332692,0.523716,0.358784,0.358784,0.00320519,0.358784,0.00320519,1.25442
0.0351777,0.394572,0.938623,0.878855,-0.171076,-0.171076,0.237529,0.288524,0.288524,-0.154916,0.288524,-0.154916,0.685634
0.427039,0.261638,0.527982,0.55803,0.0597635,0.0597635,0.130121,0.101393,0.101393,0.0656358,0.101393,0.0656358,0.401037
0.3689,0.128703,0.117342,0.965207,0.0374625,0.0374625,0.2249,0.189318,0.189318,0.0353558,0.189318,0.0353558,0.533749
0.310761,0.445769,1.2767,0.495473,-0.023073,-0.023073,0.0811275,0.0499841,0.0499841,-0.032974,0.0499841,-0.032974,0.277837
0.252622,0.312835,0.866061,0.66924,-0.0347231,-0.0347231,0.209978,0.155497,0.155497,-0.0338213,0.155497,-0.0338213,0.654692
0.194483,0.179901,0.455421,0.964835,0.0062851,0.0062851,0.36989,0.268659,0.268659,0.00761954,0.268659,0.00761954,0.956445
0.136344,0.0469663,0.04478,1.2772,0.00379006,0.00379006,0.501667,0.355704,0.355704,0.00402175,0.355704,0.00402175,1.15804
0.0782049,0.364032,1.20414,0.993186,-0.115854,-0.115854,0.241068,0.249588,0.249588,-0.101815,0.249588,-0.101815,0.594256
0.020066,0.231098,0.793499,1.09315,-0.0816549,-0.0816549,0.411372,0.344096,0.344096,-0.0813107,0.344096,-0.0813107,1.08826
0.411927,0.0981634,0.382859,0.91931,0.124546,0.124546,0.193769,0.21896,0.21896,0.113052,0.21896,0.113052,0.476558
0.353788,0.415229,1.54222,0.433096,-0.0019203,-0.0019203,0.0744727,0.0438605,0.0438605,-0.00220178,0.0438605,-0.00220178,0.314517
0.295649,0.282295,1.13158,0.636408,0.0058529,0.0058529,0.201197,0.144506,0.144506,0.00603513,0.144506,0.00603513,0.655391
0.23751,0.149361,0.720937,0.949989,0.0496129,0.0496129,0.352676,0.266366,0.266366,0.0494485,0.266366,0.0494485,0.922734
0.179371,0.0164262,0.310297,1.25638,0.037882,0.037882,0.457317,0.350642,0.350642,0.0341378,0.350642,0.0341378,1.07981
0.121232,0.333492,1.46966,1.01063,-0.0285957,-0.0285957,0.267667,0.220932,0.220932,-0.026932,0.220932,-0.026932,0.625764
0.0630933,0.200558,1.05902,1.15945,-0.0545908,-0.0545908,0.431615,0.328418,0.328418,-0.0513307,0.328418,-0.0513307,1.0453
0.00495429,0.0676234,0.648375,1.34477,-0.000116298,-0.000116298,0.576149,0.384255,0.384255,-0.000116298,0.384255,-0.000116298,1.34477
0.396815,0.384689,0.237735,0.369788,0.00197845,0.00197845,0.0719977,0.0421014,0.0421014,0.00222551,0.0421014,0.00222551,0.35331
0.338676,0.251755,1.39709,0.546827,0.0180578,0.0180578,0.186946,0.135385,0.135385,0.0164182,0.135385,0.0164182,0.70412
0.280537,0.11882,0.986454,0.830263,0.0823651,0.0823651,0.321104,0.266021,0.266021,0.0865081,0.266021,0.0865081,0.951492
0.222398,0.435886,0.575814,0.429976,-0.0894747,-0.0894747,0.150817,0.131601,0.131601,-0.0860443,0.131601,-0.0860443,0.607596
0.164259,0.302952,0.165173,0.684585,-0.0244006,-0.0244006,0.276093,0.212916,0.212916,-0.0269744,0.212916,-0.0269744,0.927331
0.106121,0.170018,1.32453,1.15406,-0.0142742,-0.0142742,0.443835,0.319033,0.319033,-0.0146867,0.319033,-0.0146867,1.05057
0.0479816,0.0370833,0.913892,1.31493,0.00213379,0.00213379,0.561167,0.377495,0.377495,0.0027054,0.377495,0.0027054,1.31691
0.439843,0.354149,0.503252,0.386317,0.0202082,0.0202082,0.0694719,0.0406371,0.0406371,0.025408,0.0406371,0.025408,0.294376
0.381704,0.221215,0.0926112,0.756667,0.0162496,0.0162496,0.169078,0.124081,0.124081,0.0183657,0.124081,0.0183657,0.461433
0.323565,0.0882804,1.25197,0.679779,0.0776683,0.0776683,0.282776,0.257847,0.257847,0.0854064,0.257847,0.0854064,1.03937
0.265426,0.405346,0.84133,0.526094,-0.0612825,-0.0612825,0.143842,0.109342,0.109342,-0.0622725,0.109342,-0.0622725,0.496397
0.207287,0.272412,0.43069,0.74923,-0.0291844,-0.0291844,0.276051,0.206371,0.206371,-0.0299794,0.206371,-0.0299794,0.832299
0.149148,0.139478,0.0200493,1.09833,3.06264e-10,3.06264e-10,0.440086,0.312506,0.312506,-5.00419e-08,0.312506,-5.00419e-08,1.08006
0.0910088,0.00654328,1.17941,1.33744,0.000104724,0.000104724,0.573032,0.383173,0.383173,0.000435976,0.383173,0.000435976,1.34182
0.0328699,0.323609,0.768768,0.889534,-0.138005,-0.138005,0.298712,0.310389,0.310389,-0.137561,0.310389,-0.137561,0.915981
0.424731,0.190675,0.358128,0.743791,0.0768129,0.0768129,0.15553,0.139336,0.139336,0.0803764,0.139336,0.0803764,0.400167
0.366592,0.0577404,1.51749,0.56824,0.0171285,0.0171285,0.251464,0.2365,0.2365,0.0220438,0.2365,0.0220438,1.11671
0.308453,0.374806,1.10685,0.530564,-0.0231238,-0.0231238,0.127657,0.0868693,0.0868693,-0.0243916,0.0868693,-0.0243916,0.456317
0.250314,0.241872,0.696207,0.772962,0.00572875,0.00572875,0.2679,0.197176,0.197176,0.00574247,0.197176,0.00574247,0.769586
0.192175,0.108938,0.285566,1.1276,0.0225963,0.0225963,0.423436,0.309251,0.309251,0.0207388,0.309251,0.0207388,1.00499
0.134036,0.426003,1.44493,0.914435,-0.0451954,-0.0451954,0.158932,0.143681,0.143681,-0.0482847,0.143681,-0.0482847,0.376467
0.0758971,0.293069,1.03429,1.02057,-0.102444,-0.102444,0.325307,0.287936,0.287936,-0.0954036,0.287936,-0.0954036,0.832236
0.0177582,0.160135,0.623645,1.21267,-0.0325258,-0.0325258,0.505017,0.365384,0.365384,-0.0332745,0.365384,-0.0332745,1.25568
0.409619,0.0272004,0.213004,1.0865,0.104842,0.104842,0.183545,0.241547,0.241547,0.0824294,0.241547,0.0824294,0.445624
0.35148,0.344266,1.37236,0.476104,0.00114566,0.00114566,0.120457,0.0784403,0.0784403,0.00085623,0.0784403,0.00085623,0.484223
0.293341,0.211332,0.961723,0.72563,0.0446918,0.0446918,0.256599,0.193665,0.193665,0.0441345,0.193665,0.0441345,0.78662
0.235202,0.0783975,0.551083,1.08283,0.0726039,0.0726039,0.387664,0.30813,0.30813,0.0686152,0.30813,0.0686152,0.962211
0.177063,0.395463,0.140442,0.442163,-0.0367893,-0.0367893,0.175193,0.140276,0.140276,-0.0347756,0.140276,-0.0347756,0.836939
0.118924,0.262529,1.2998,1.04647,-0.0458989,-0.0458989,0.344216,0.268606,0.268606,-0.0427496,0.268606,-0.0427496,0.825354
0.0607855,0.129595,0.889161,1.22589,-0.0250134,-0.0250134,0.503565,0.354197,0.354197,-0.0247045,0.354197,-0.0247045,1.20365
0.0026465,0.44666,0.478521,1.33309,7.51691e-05,7.51691e-05,0.56998,0.381372,0.381372,-0.000927044,0.381372,-0.000927044,1.3351
0.394508,0.313726,0.0678804,0.535039,0.00440764,0.00440764,0.108514,0.069163,0.069163,0.00468248,0.069163,0.00468248,0.384762
0.336369,0.180792,1.22724,0.609794,0.0575869,0.0575869,0.234145,0.188251,0.188251,0.0587739,0.188251,0.0587739,0.842269
0.27823,0.0478575,0.8166,0.959636,0.109037,0.109037,0.347278,0.31366,0.31366,0.109604,0.31366,0.109604,0.988272
0.220091,0.364923,0.405959,0.534559,-0.0568878,-0.0568878,0.18864,0.147223,0.147223,-0.0558039,0.147223,-0.0558039,0.721098
0.161952,0.231989,1.56532,0.99703,-0.000955489,-0.000955489,0.348302,0.256827,0.256827,-0.000358767,0.256827,-0.000358767,0.8602
0.103813,0.0990546,1.15468,1.20382,0.00160841,0.00160841,0.503961,0.348119,0.348119,0.0018569,0.348119,0.0018569,1.2147
0.0456738,0.41612,0.744038,0.702688,-0.17424,-0.17424,0.225441,0.279855,0.279855,-0.177703,0.279855,-0.177703,0.766355
0.437535,0.283186,0.333397,0.557099,0.0345255,0.0345255,0.101738,0.0702146,0.0702146,0.0448408,0.0702146,0.0448408,0.320653
0.379396,0.150252,1.49276,0.492877,0.0217642,0.0217642,0.204499,0.167047,0.167047,0.021947,0.167047,0.021947,0.915406
0.321257,0.0173174,1.08212,0.86965,0.088122,0.088122,0.34628,0.323441,0.323441,0.101578,0.323441,0.101578,1.11117
0.263118,0.334383,0.671476,0.598093,-0.0375983,-0.0375983,0.185385,0.137289,0.137289,-0.0375774,0.137289,-0.0375774,0.62592
0.204979,0.201449,0.260835,0.91214,-2.01998e-09,-2.01998e-09,0.342166,0.249639,0.249639,3.55062e-09,0.249639,3.55062e-09,0.907905
0.14684,0.0685146,1.42019,1.13233,0.00968672,0.00968672,0.485766,0.343921,0.343921,0.0109973,0.343921,0.0109973,1.23743
0.088701,0.38558,1.00955,0.866527,-0.146838,-0.146838,0.229537,0.248364,0.248364,-0.134027,0.248364,-0.134027,0.619458
0.0305621,0.252646,0.598914,0.973664,-0.0860795,-0.0860795,0.380897,0.329512,0.329512,-0.0923513,0.329512,-0.0923513,1.10318
0.422423,0.119712,0.188273,0.93287,0.0702196,0.0702196,0.167488,0.166885,0.166885,0.0684812,0.166885,0.0684812,0.392898
0.364284,0.436777,1.34763,0.397018,-0.00830463,-0.00830463,0.0599008,0.0330299,0.0330299,-0.0121105,0.0330299,-0.0121105,0.264407
0.306145,0.303843,0.936992,0.597974,0.00103704,0.00103704,0.178206,0.124765,0.124765,0.00161797,0.124765,0.00161797,0.60589
0.248006,0.170909,0.526352,0.928149,0.0395693,0.0395693,0.326955,0.24562,0.24562,0.0393746,0.24562,0.0393746,0.848185
0.189867,0.0379745,0.115712,1.25507,0.0164766,0.0164766,0.452448,0.341389,0.341389,0.0153296,0.341389,0.0153296,1.04126
