w,c11, c12, c13, c14, c22, c23, c24, c33, c34, c44
0.87254,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.756262,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.639984,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.523706,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.407428,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.29115,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.174872,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0585943,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.842316,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.726038,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.609761,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.493483,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.377205,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.260927,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.144649,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.0283709,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.812093,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.695815,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.579537,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.463259,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.346981,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.230703,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.114425,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.898148,0.105121,2.09942e-09,2.09942e-09,0.0050619,0.000559218,0.000559218,-1.10203e-08,0.000559218,-1.10203e-08,0.105121
0.78187,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.665592,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.549314,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.433036,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.316758,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.20048,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0842021,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.867924,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.751646,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.635368,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.51909,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.402812,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.286535,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.170257,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.0539787,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.837701,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.721423,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.605145,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.488867,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.372589,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.256311,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.140033,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.0237553,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.807477,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.6912,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.574922,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.458644,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.342366,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.226088,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.10981,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.893532,0.105121,2.09942e-09,2.09942e-09,0.0050619,0.000559218,0.000559218,-1.10203e-08,0.000559218,-1.10203e-08,0.105121
0.777254,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.660976,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.544698,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.42842,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.312142,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.195864,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0795865,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.863309,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.747031,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.630753,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.514475,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.398197,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.281919,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.165641,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.0493631,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.833085,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.716807,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.600529,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.484251,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.367974,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.251696,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.135418,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.0191398,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.802862,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.686584,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.570306,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.454028,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.33775,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.221472,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.105194,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.888916,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.772638,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.656361,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.540083,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.423805,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.307527,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.191249,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0749709,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.858693,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.742415,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.626137,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.509859,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.393581,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.277303,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.161025,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.0447475,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.82847,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.712192,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.595914,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.479636,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.363358,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.24708,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.130802,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.0145242,1.34615,2.46886e-16,2.17554e-19,0.576923,0.384615,0.384615,-1.76854e-17,0.384615,-1.76854e-17,1.34615
0.798246,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.681968,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.56569,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.449412,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.333135,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.216857,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.100579,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.884301,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.768023,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.651745,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.535467,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.419189,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.302911,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.186633,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0703553,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.854077,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.737799,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.621522,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.505244,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.388966,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.272688,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.15641,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.040132,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.823854,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.707576,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.591298,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.47502,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.358742,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.242464,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.126187,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.00990858,1.34615,2.76043e-16,-6.87901e-18,0.576923,0.384615,0.384615,-1.60001e-17,0.384615,-1.60001e-17,1.34615
0.793631,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.677353,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.561075,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.444797,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.328519,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.212241,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.0959631,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.879685,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.763407,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.647129,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.530851,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.414574,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.298296,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.182018,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0657397,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.849462,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.733184,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.616906,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.500628,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.38435,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.268072,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.151794,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.0355164,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.819238,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.702961,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.586683,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.470405,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.354127,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.237849,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.121571,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.00529299,1.34615,2.46579e-16,-7.62324e-18,0.576923,0.384615,0.384615,-2.07153e-17,0.384615,-2.07153e-17,1.34615
0.789015,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.672737,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.556459,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.440181,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.323903,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.207625,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.0913475,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.87507,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.758792,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.642514,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.526236,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.409958,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.29368,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.177402,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0611242,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.844846,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.728568,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.61229,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.496012,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.379735,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.263457,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.147179,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.0309008,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.814623,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.698345,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.582067,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
