w,c11, c12, c13, c14, c22, c23, c24, c33, c34, c44
0.465789,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.349511,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.233233,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.116955,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.000677406,1.34615,2.76043e-16,-6.87901e-18,0.576923,0.384615,0.384615,-1.60001e-17,0.384615,-1.60001e-17,1.34615
0.784399,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.668122,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.551844,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.435566,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.319288,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.20301,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.086732,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.870454,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.754176,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.637898,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.52162,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.405342,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.289064,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.172786,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0565086,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.840231,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.723953,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.607675,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.491397,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.375119,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.258841,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.142563,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.0262852,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.810007,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.693729,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.577451,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.461174,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.344896,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.228618,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.11234,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.896062,0.105121,2.09942e-09,2.09942e-09,0.0050619,0.000559218,0.000559218,-1.10203e-08,0.000559218,-1.10203e-08,0.105121
0.779784,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.663506,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.547228,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.43095,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.314672,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.198394,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0821164,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.865838,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.749561,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.633283,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.517005,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.400727,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.284449,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.168171,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.051893,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.835615,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.719337,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.603059,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.486781,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.370503,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.254225,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.137948,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.0216696,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.805392,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.689114,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.572836,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.456558,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.34028,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.224002,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.107724,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.891446,0.105121,2.09942e-09,2.09942e-09,0.0050619,0.000559218,0.000559218,-1.10203e-08,0.000559218,-1.10203e-08,0.105121
0.775168,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.65889,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.542612,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.426335,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.310057,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.193779,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0775008,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.861223,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.744945,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.628667,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.512389,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.396111,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.279833,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.163555,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.0472774,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.830999,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.714722,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.598444,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.482166,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.365888,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.24961,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.133332,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.017054,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.800776,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.684498,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.56822,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.451942,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.335664,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.219386,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.103109,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.886831,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.770553,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.654275,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.537997,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.421719,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.305441,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.189163,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0728852,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.856607,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.740329,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.624051,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.507773,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.391496,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.275218,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.15894,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.0426618,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.826384,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.710106,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.593828,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.47755,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.361272,0.854093,-8.315e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.244994,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.128716,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.0124384,1.34615,2.514e-16,-1.45484e-18,0.576923,0.384615,0.384615,-1.28893e-17,0.384615,-1.28893e-17,1.34615
0.796161,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.679883,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.563605,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.447327,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.331049,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.214771,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.098493,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.882215,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.765937,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.649659,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.533381,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.417103,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.300825,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.184548,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0682696,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.851992,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.735714,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.619436,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.503158,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.38688,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.270602,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.154324,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.0380462,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.821768,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.70549,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.589212,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.472935,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.356657,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.240379,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.124101,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.00782284,1.34615,2.76043e-16,-6.87901e-18,0.576923,0.384615,0.384615,-1.60001e-17,0.384615,-1.60001e-17,1.34615
0.791545,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.675267,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.558989,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.442711,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.326433,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.210155,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.0938774,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.877599,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.761322,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.645044,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.528766,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.412488,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.29621,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.179932,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.063654,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
0.847376,0.17737,-6.66139e-11,-6.6614e-11,0.0141584,0.0025511,0.0025511,-3.98652e-08,0.0025511,-3.98652e-08,0.17737
0.731098,0.329812,3.47073e-09,3.47073e-09,0.0477994,0.0166564,0.0166564,1.41728e-08,0.0166564,1.41728e-08,0.329812
0.61482,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.498542,0.638751,-4.47507e-09,-4.47507e-09,0.169399,0.109063,0.109063,-2.14348e-07,0.109063,-2.14348e-07,0.638751
0.382264,0.854093,-8.31499e-10,-8.315e-10,0.284689,0.204414,0.204414,-3.70942e-08,0.204414,-3.70942e-08,0.854093
0.265986,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.149709,1.23418,7.65437e-10,7.65437e-10,0.509949,0.351046,0.351046,8.84729e-09,0.351046,8.84729e-09,1.23418
0.0334306,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.817153,0.214374,2.40042e-09,2.40042e-09,0.0205545,0.00451029,0.00451029,-2.26257e-08,0.00451029,-2.26257e-08,0.214374
0.700875,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.584597,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.468319,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.352041,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.235763,1.08443,-5.3858e-10,-5.3858e-10,0.41994,0.299092,0.299092,1.98998e-09,0.299092,1.98998e-09,1.08443
0.119485,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.00320725,1.34615,2.76043e-16,-6.87901e-18,0.576923,0.384615,0.384615,-1.60001e-17,0.384615,-1.60001e-17,1.34615
0.786929,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.670651,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.554373,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.438096,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.321818,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.20554,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.0892618,1.30493,3.18508e-10,3.18507e-10,0.55242,0.372848,0.372848,7.50975e-10,0.372848,7.50975e-10,1.30493
0.872984,0.140975,2.2616e-09,2.2616e-09,0.00900997,0.0012927,0.0012927,-1.45504e-08,0.0012927,-1.45504e-08,0.140975
0.756706,0.290513,2.4073e-09,2.4073e-09,0.0373113,0.0113381,0.0113381,1.55657e-08,0.0113381,1.55657e-08,0.290513
0.640428,0.453788,2.10608e-10,2.10608e-10,0.0886632,0.0430842,0.0430842,-5.81106e-08,0.0430842,-5.81106e-08,0.453788
0.52415,0.589853,-3.42415e-09,-3.42415e-09,0.146015,0.0891312,0.0891312,-4.41093e-08,0.0891312,-4.41093e-08,0.589853
0.407872,0.797548,-1.64692e-09,-1.64692e-09,0.252906,0.1792,0.1792,-2.64054e-08,0.1792,-2.64054e-08,0.797548
0.291594,1.02789,-7.60849e-09,-7.60849e-09,0.386189,0.277407,0.277407,2.16499e-08,0.277407,2.16499e-08,1.02789
0.175316,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
0.0590384,1.32812,3.29755e-10,3.29755e-10,0.566253,0.379608,0.379608,1.62311e-09,0.379608,1.62311e-09,1.32812
